question,worker,answer
20002_clueweb09-en0002-87-33611,w6,0
20002_clueweb09-en0004-65-06653,w1,0
20002_clueweb09-en0004-89-03216,w1,0
20002_clueweb09-en0009-33-8213,w1,3
20002_clueweb09-en0003-63-04771,w1,0
20002_clueweb09-en0004-03-39899,w1,0
20002_clueweb09-en0004-65-06653,w3,0
20002_clueweb09-en0004-89-03216,w3,0
20002_clueweb09-en0009-33-8213,w3,0
20002_clueweb09-en0003-63-04771,w3,1
20002_clueweb09-en0004-03-39899,w3,1
20002_clueweb09-en0004-65-06653,w6,0
20002_clueweb09-en0004-89-03216,w6,1
20002_clueweb09-en0009-33-8213,w6,3
20002_clueweb09-en0003-63-04771,w6,1
20002_clueweb09-en0004-03-39899,w6,2
20002_clueweb09-en0004-65-06653,w12,0
20002_clueweb09-en0004-89-03216,w12,0
20002_clueweb09-en0009-33-8213,w12,3
20002_clueweb09-en0003-63-04771,w12,1
20002_clueweb09-en0004-03-39899,w12,1
20002_clueweb09-en0004-65-06653,w8,2
20002_clueweb09-en0004-89-03216,w8,2
20002_clueweb09-en0009-33-8213,w8,0
20002_clueweb09-en0003-63-04771,w8,2
20002_clueweb09-en0004-03-39899,w8,2
20002_clueweb09-en0005-99-35253,w1,0
20002_clueweb09-en0005-99-35225,w1,1
20002_clueweb09-en0011-28-14558,w1,2
20002_clueweb09-en0005-99-35227,w1,1
20002_clueweb09-en0005-99-35230,w1,1
20002_clueweb09-en0005-99-35253,w3,0
20002_clueweb09-en0005-99-35225,w3,2
20002_clueweb09-en0011-28-14558,w3,2
20002_clueweb09-en0005-99-35227,w3,2
20002_clueweb09-en0005-99-35230,w3,2
20002_clueweb09-en0005-99-35253,w6,0
20002_clueweb09-en0005-99-35225,w6,2
20002_clueweb09-en0011-28-14558,w6,0
20002_clueweb09-en0005-99-35227,w6,2
20002_clueweb09-en0005-99-35230,w6,2
20002_clueweb09-en0005-99-35253,w4,3
20002_clueweb09-en0005-99-35225,w4,3
20002_clueweb09-en0011-28-14558,w4,0
20002_clueweb09-en0005-99-35227,w4,3
20002_clueweb09-en0005-99-35230,w4,3
20002_clueweb09-en0005-99-35253,w13,0
20002_clueweb09-en0005-99-35225,w13,0
20002_clueweb09-en0011-28-14558,w13,2
20002_clueweb09-en0005-99-35227,w13,0
20002_clueweb09-en0005-99-35230,w13,0
20002_clueweb09-en0006-01-23662,w10,0
20002_clueweb09-en0006-85-33146,w10,1
20002_clueweb09-en0006-85-33172,w10,0
20002_clueweb09-en0008-05-06642,w10,0
20002_clueweb09-en0006-85-33151,w10,1
20002_clueweb09-en0006-01-23662,w1,0
20002_clueweb09-en0006-85-33146,w1,2
20002_clueweb09-en0006-85-33172,w1,1
20002_clueweb09-en0008-05-06642,w1,1
20002_clueweb09-en0006-85-33151,w1,1
20002_clueweb09-en0006-01-23662,w2,1
20002_clueweb09-en0006-85-33146,w2,1
20002_clueweb09-en0006-85-33172,w2,3
20002_clueweb09-en0008-05-06642,w2,0
20002_clueweb09-en0006-01-23662,w3,2
20002_clueweb09-en0006-85-33146,w3,0
20002_clueweb09-en0006-85-33172,w3,3
20002_clueweb09-en0008-05-06642,w3,2
20002_clueweb09-en0006-85-33151,w3,3
20002_clueweb09-en0006-01-23662,w8,2
20002_clueweb09-en0006-85-33146,w8,2
20002_clueweb09-en0006-85-33172,w8,2
20002_clueweb09-en0008-05-06642,w8,2
20002_clueweb09-en0006-85-33151,w8,2
20002_clueweb09-en0007-26-02118,w1,2
20002_clueweb09-en0007-60-33077,w1,0
20002_clueweb09-en0006-85-33180,w1,2
20002_clueweb09-en0007-60-32424,w1,0
20002_clueweb09-en0007-26-02117,w1,2
20002_clueweb09-en0007-26-02118,w3,2
20002_clueweb09-en0007-60-33077,w3,2
20002_clueweb09-en0006-85-33180,w3,3
20002_clueweb09-en0007-60-32424,w3,1
20002_clueweb09-en0007-26-02117,w3,2
20002_clueweb09-en0007-26-02118,w6,2
20002_clueweb09-en0007-60-33077,w6,1
20002_clueweb09-en0006-85-33180,w6,3
20002_clueweb09-en0007-60-32424,w6,1
20002_clueweb09-en0007-26-02117,w6,2
20002_clueweb09-en0007-26-02118,w4,2
20002_clueweb09-en0007-60-33077,w4,1
20002_clueweb09-en0006-85-33180,w4,3
20002_clueweb09-en0007-60-32424,w4,1
20002_clueweb09-en0007-26-02117,w4,2
20002_clueweb09-en0007-26-02118,w12,2
20002_clueweb09-en0007-60-33077,w12,1
20002_clueweb09-en0006-85-33180,w12,3
20002_clueweb09-en0007-60-32424,w12,1
20002_clueweb09-en0007-26-02117,w12,2
20002_clueweb09-en0007-71-27640,w1,1
20002_clueweb09-en0009-15-02980,w1,1
20002_clueweb09-en0007-60-33078,w1,0
20002_clueweb09-en0007-86-33377,w1,0
20002_clueweb09-en0008-05-35547,w1,0
20002_clueweb09-en0007-71-27640,w11,0
20002_clueweb09-en0009-15-02980,w11,1
20002_clueweb09-en0007-60-33078,w11,0
20002_clueweb09-en0007-86-33377,w11,0
20002_clueweb09-en0008-05-35547,w11,0
20002_clueweb09-en0007-71-27640,w3,2
20002_clueweb09-en0009-15-02980,w3,2
20002_clueweb09-en0007-60-33078,w3,2
20002_clueweb09-en0007-86-33377,w3,2
20002_clueweb09-en0008-05-35547,w3,1
20002_clueweb09-en0007-71-27640,w14,0
20002_clueweb09-en0009-15-02980,w14,2
20002_clueweb09-en0007-60-33078,w14,0
20002_clueweb09-en0007-86-33377,w14,0
20002_clueweb09-en0008-05-35547,w14,0
20002_clueweb09-en0007-71-27640,w8,2
20002_clueweb09-en0009-15-02980,w8,2
20002_clueweb09-en0007-60-33078,w8,2
20002_clueweb09-en0007-86-33377,w8,2
20002_clueweb09-en0008-05-35547,w8,2
20002_clueweb09-en0008-05-35550,w1,0
20002_clueweb09-en0009-33-7798,w1,3
20002_clueweb09-en0008-05-35555,w1,0
20002_clueweb09-en0008-05-35554,w1,0
20002_clueweb09-en0008-05-35551,w1,0
20002_clueweb09-en0008-05-35550,w3,0
20002_clueweb09-en0009-33-7798,w3,3
20002_clueweb09-en0008-05-35555,w3,0
20002_clueweb09-en0008-05-35554,w3,0
20002_clueweb09-en0008-05-35551,w3,1
20002_clueweb09-en0008-05-35550,w6,1
20002_clueweb09-en0009-33-7798,w6,3
20002_clueweb09-en0008-05-35555,w6,0
20002_clueweb09-en0008-05-35554,w6,1
20002_clueweb09-en0008-05-35551,w6,1
20002_clueweb09-en0008-05-35550,w4,2
20002_clueweb09-en0009-33-7798,w4,3
20002_clueweb09-en0008-05-35555,w4,2
20002_clueweb09-en0008-05-35554,w4,2
20002_clueweb09-en0008-05-35551,w4,2
20002_clueweb09-en0008-05-35550,w7,0
20002_clueweb09-en0009-33-7798,w7,3
20002_clueweb09-en0008-05-35555,w7,0
20002_clueweb09-en0008-05-35554,w7,0
20002_clueweb09-en0008-05-35551,w7,0
20002_clueweb09-en0008-05-35557,w10,0
20002_clueweb09-en0010-92-14638,w10,1
20002_clueweb09-en0008-05-35565,w10,0
20002_clueweb09-en0008-05-35562,w10,0
20002_clueweb09-en0008-05-35563,w10,0
20002_clueweb09-en0008-05-35557,w2,0
20002_clueweb09-en0010-92-14638,w2,1
20002_clueweb09-en0008-05-35565,w2,0
20002_clueweb09-en0008-05-35562,w2,0
20002_clueweb09-en0008-05-35563,w2,0
20002_clueweb09-en0008-05-35557,w3,1
20002_clueweb09-en0010-92-14638,w3,0
20002_clueweb09-en0008-05-35565,w3,1
20002_clueweb09-en0008-05-35562,w3,1
20002_clueweb09-en0008-05-35563,w3,1
20002_clueweb09-en0008-05-35557,w4,2
20002_clueweb09-en0010-92-14638,w4,2
20002_clueweb09-en0008-05-35565,w4,2
20002_clueweb09-en0008-05-35562,w4,2
20002_clueweb09-en0008-05-35557,w15,0
20002_clueweb09-en0010-92-14638,w15,0
20002_clueweb09-en0008-05-35565,w15,0
20002_clueweb09-en0008-05-35562,w15,0
20002_clueweb09-en0008-05-35563,w15,0
20002_clueweb09-en0008-05-35570,w1,1
20002_clueweb09-en0008-48-09656,w1,1
20002_clueweb09-en0002-28-00025,w1,1
20002_clueweb09-en0008-05-35566,w1,1
20002_clueweb09-en0008-48-09654,w1,1
20002_clueweb09-en0008-05-35570,w2,0
20002_clueweb09-en0008-48-09656,w2,1
20002_clueweb09-en0002-28-00025,w2,1
20002_clueweb09-en0008-05-35566,w2,0
20002_clueweb09-en0008-48-09654,w2,0
20002_clueweb09-en0008-05-35570,w3,0
20002_clueweb09-en0008-48-09656,w3,0
20002_clueweb09-en0002-28-00025,w3,1
20002_clueweb09-en0008-05-35566,w3,0
20002_clueweb09-en0008-48-09654,w3,0
20002_clueweb09-en0008-05-35570,w6,0
20002_clueweb09-en0008-48-09656,w6,0
20002_clueweb09-en0002-28-00025,w6,1
20002_clueweb09-en0008-05-35566,w6,1
20002_clueweb09-en0008-48-09654,w6,0
20002_clueweb09-en0008-05-35570,w16,1
20002_clueweb09-en0008-48-09656,w16,1
20002_clueweb09-en0002-28-00025,w16,1
20002_clueweb09-en0008-05-35566,w16,1
20002_clueweb09-en0008-48-09654,w16,0
20002_clueweb09-en0008-48-09660,w1,1
20002_clueweb09-en0008-48-09658,w1,1
20002_clueweb09-enwp00-62-20587,w1,2
20002_clueweb09-en0008-48-09663,w1,1
20002_clueweb09-en0008-48-09665,w1,2
20002_clueweb09-en0008-48-09660,w2,0
20002_clueweb09-en0008-48-09658,w2,0
20002_clueweb09-enwp00-62-20587,w2,0
20002_clueweb09-en0008-48-09663,w2,0
20002_clueweb09-en0008-48-09665,w2,0
20002_clueweb09-en0008-48-09660,w3,0
20002_clueweb09-en0008-48-09658,w3,0
20002_clueweb09-enwp00-62-20587,w3,0
20002_clueweb09-en0008-48-09663,w3,0
20002_clueweb09-en0008-48-09665,w3,0
20002_clueweb09-en0008-48-09660,w6,0
20002_clueweb09-en0008-48-09658,w6,0
20002_clueweb09-enwp00-62-20587,w6,1
20002_clueweb09-en0008-48-09663,w6,0
20002_clueweb09-en0008-48-09665,w6,0
20002_clueweb09-en0008-48-09660,w7,0
20002_clueweb09-en0008-48-09658,w7,0
20002_clueweb09-enwp00-62-20587,w7,1
20002_clueweb09-en0008-48-09663,w7,0
20002_clueweb09-en0008-48-09665,w7,0
20002_clueweb09-en0008-48-09672,w1,0
20002_clueweb09-en0002-28-00027,w1,1
20002_clueweb09-en0008-48-09671,w1,0
20002_clueweb09-en0008-48-09669,w1,0
20002_clueweb09-en0008-48-09670,w1,0
20002_clueweb09-en0008-48-09672,w3,0
20002_clueweb09-en0002-28-00027,w3,1
20002_clueweb09-en0008-48-09671,w3,0
20002_clueweb09-en0008-48-09669,w3,0
20002_clueweb09-en0008-48-09670,w3,0
20002_clueweb09-en0008-48-09672,w6,0
20002_clueweb09-en0002-28-00027,w6,0
20002_clueweb09-en0008-48-09671,w6,0
20002_clueweb09-en0008-48-09669,w6,0
20002_clueweb09-en0008-48-09670,w6,0
20002_clueweb09-en0008-48-09672,w4,2
20002_clueweb09-en0002-28-00027,w4,2
20002_clueweb09-en0008-48-09671,w4,2
20002_clueweb09-en0008-48-09669,w4,2
20002_clueweb09-en0008-48-09670,w4,2
20002_clueweb09-en0008-48-09672,w13,0
20002_clueweb09-en0002-28-00027,w13,1
20002_clueweb09-en0008-48-09671,w13,0
20002_clueweb09-en0008-48-09669,w13,0
20002_clueweb09-en0008-48-09670,w13,0
20002_clueweb09-en0008-89-11263,w3,2
20002_clueweb09-en0008-89-11050,w3,2
20002_clueweb09-en0008-73-34237,w3,2
20002_clueweb09-en0008-89-11092,w3,2
20002_clueweb09-en0009-33-5110,w3,3
20002_clueweb09-en0008-89-11263,w6,2
20002_clueweb09-en0008-89-11050,w6,2
20002_clueweb09-en0008-73-34237,w6,1
20002_clueweb09-en0008-89-11092,w6,2
20002_clueweb09-en0009-33-5110,w6,3
20002_clueweb09-en0008-89-11263,w17,0
20002_clueweb09-en0008-89-11050,w17,0
20002_clueweb09-en0008-73-34237,w17,0
20002_clueweb09-en0008-89-11092,w17,0
20002_clueweb09-en0009-33-5110,w17,3
20002_clueweb09-en0008-89-11263,w18,0
20002_clueweb09-en0008-89-11050,w18,0
20002_clueweb09-en0008-73-34237,w18,0
20002_clueweb09-en0008-89-11092,w18,0
20002_clueweb09-en0009-33-5110,w18,3
20002_clueweb09-en0008-89-11263,w14,0
20002_clueweb09-en0008-89-11050,w14,0
20002_clueweb09-en0008-73-34237,w14,0
20002_clueweb09-en0008-89-11092,w14,0
20002_clueweb09-en0009-33-5110,w14,3
20002_clueweb09-en0010-15-22033,w1,0
20002_clueweb09-en0009-64-09384,w1,0
20002_clueweb09-en0010-90-26270,w1,1
20002_clueweb09-en0007-26-02115,w1,2
20002_clueweb09-en0010-71-16236,w1,0
20002_clueweb09-en0010-15-22033,w2,0
20002_clueweb09-en0009-64-09384,w2,0
20002_clueweb09-en0010-90-26270,w2,1
20002_clueweb09-en0007-26-02115,w2,1
20002_clueweb09-en0010-71-16236,w2,0
20002_clueweb09-en0010-15-22033,w3,2
20002_clueweb09-en0009-64-09384,w3,0
20002_clueweb09-en0010-90-26270,w3,0
20002_clueweb09-en0007-26-02115,w3,2
20002_clueweb09-en0010-71-16236,w3,0
20002_clueweb09-en0010-15-22033,w14,0
20002_clueweb09-en0009-64-09384,w14,0
20002_clueweb09-en0010-90-26270,w14,0
20002_clueweb09-en0007-26-02115,w14,2
20002_clueweb09-en0010-71-16236,w14,0
20002_clueweb09-en0010-15-22033,w12,0
20002_clueweb09-en0009-64-09384,w12,0
20002_clueweb09-en0010-90-26270,w12,0
20002_clueweb09-en0007-26-02115,w12,2
20002_clueweb09-en0010-71-16236,w12,0
20002_clueweb09-en0011-62-04234,w19,2
20002_clueweb09-en0011-89-08538,w19,2
20002_clueweb09-en0022-57-06758,w19,1
20002_clueweb09-en0011-75-24750,w19,1
20002_clueweb09-en0043-16-02376,w19,2
20002_clueweb09-en0011-62-04234,w20,1
20002_clueweb09-en0011-89-08538,w20,1
20002_clueweb09-en0022-57-06758,w20,3
20002_clueweb09-en0011-75-24750,w20,0
20002_clueweb09-en0043-16-02376,w20,1
20002_clueweb09-en0011-62-04234,w3,0
20002_clueweb09-en0011-89-08538,w3,1
20002_clueweb09-en0022-57-06758,w3,3
20002_clueweb09-en0011-75-24750,w3,0
20002_clueweb09-en0043-16-02376,w3,0
20002_clueweb09-en0011-62-04234,w6,0
20002_clueweb09-en0011-89-08538,w6,1
20002_clueweb09-en0022-57-06758,w6,3
20002_clueweb09-en0011-75-24750,w6,0
20002_clueweb09-en0043-16-02376,w6,0
20002_clueweb09-en0011-62-04234,w7,0
20002_clueweb09-en0011-89-08538,w7,1
20002_clueweb09-en0022-57-06758,w7,0
20002_clueweb09-en0011-75-24750,w7,0
20002_clueweb09-en0043-16-02376,w7,0
20002_clueweb09-en0043-16-02377,w1,0
20002_clueweb09-en0006-85-33170,w1,1
20002_clueweb09-en0043-16-02379,w1,0
20002_clueweb09-en0043-16-02378,w1,0
20002_clueweb09-en0057-16-01899,w1,0
20002_clueweb09-en0043-16-02377,w3,1
20002_clueweb09-en0006-85-33170,w3,0
20002_clueweb09-en0043-16-02379,w3,0
20002_clueweb09-en0043-16-02378,w3,0
20002_clueweb09-en0057-16-01899,w3,1
20002_clueweb09-en0043-16-02377,w6,0
20002_clueweb09-en0006-85-33170,w6,0
20002_clueweb09-en0043-16-02379,w6,0
20002_clueweb09-en0043-16-02378,w6,0
20002_clueweb09-en0057-16-01899,w6,0
20002_clueweb09-en0043-16-02377,w21,2
20002_clueweb09-en0006-85-33170,w21,2
20002_clueweb09-en0043-16-02379,w21,2
20002_clueweb09-en0043-16-02378,w21,2
20002_clueweb09-en0057-16-01899,w21,2
20002_clueweb09-en0043-16-02377,w22,2
20002_clueweb09-en0006-85-33170,w22,0
20002_clueweb09-en0043-16-02379,w22,3
20002_clueweb09-en0043-16-02378,w22,2
20002_clueweb09-en0057-16-01899,w22,1
20002_clueweb09-en0057-16-01900,w23,0
20002_clueweb09-en0071-16-02121,w23,0
20002_clueweb09-en0008-85-37761,w23,0
20002_clueweb09-en0071-16-02119,w23,0
20002_clueweb09-en0071-16-02118,w23,0
20002_clueweb09-en0057-16-01900,w24,2
20002_clueweb09-en0071-16-02121,w24,2
20002_clueweb09-en0008-85-37761,w24,2
20002_clueweb09-en0071-16-02119,w24,2
20002_clueweb09-en0071-16-02118,w24,2
20002_clueweb09-en0057-16-01900,w1,0
20002_clueweb09-en0071-16-02121,w1,0
20002_clueweb09-en0008-85-37761,w1,1
20002_clueweb09-en0071-16-02119,w1,0
20002_clueweb09-en0071-16-02118,w1,0
20002_clueweb09-en0057-16-01900,w3,1
20002_clueweb09-en0071-16-02121,w3,1
20002_clueweb09-en0008-85-37761,w3,2
20002_clueweb09-en0071-16-02119,w3,1
20002_clueweb09-en0071-16-02118,w3,1
20002_clueweb09-en0057-16-01900,w25,0
20002_clueweb09-en0071-16-02121,w25,0
20002_clueweb09-en0008-85-37761,w25,0
20002_clueweb09-en0071-16-02119,w25,0
20002_clueweb09-en0071-16-02118,w25,0
20002_clueweb09-en0109-80-01064,w26,2
20002_clueweb09-en0009-33-9503,w26,3
20002_clueweb09-en0095-28-00056,w26,2
20002_clueweb09-en0083-73-01301,w26,2
20002_clueweb09-en0085-16-02745,w26,0
20002_clueweb09-en0109-80-01064,w1,1
20002_clueweb09-en0009-33-9503,w1,0
20002_clueweb09-en0095-28-00056,w1,1
20002_clueweb09-en0083-73-01301,w1,1
20002_clueweb09-en0085-16-02745,w1,0
20002_clueweb09-en0109-80-01064,w3,2
20002_clueweb09-en0009-33-9503,w3,3
20002_clueweb09-en0095-28-00056,w3,2
20002_clueweb09-en0083-73-01301,w3,2
20002_clueweb09-en0085-16-02745,w3,0
20002_clueweb09-en0109-80-01064,w6,2
20002_clueweb09-en0009-33-9503,w6,3
20002_clueweb09-en0095-28-00056,w6,1
20002_clueweb09-en0083-73-01301,w6,1
20002_clueweb09-en0085-16-02745,w6,1
20002_clueweb09-en0109-80-01064,w27,2
20002_clueweb09-en0009-33-9503,w27,3
20002_clueweb09-en0095-28-00056,w27,2
20002_clueweb09-en0083-73-01301,w27,1
20002_clueweb09-en0085-16-02745,w27,0
20002_clueweb09-en0131-43-26677,w1,2
20002_clueweb09-en0131-86-23715,w1,2
20002_clueweb09-en0006-85-33159,w1,2
20002_clueweb09-en0009-33-5110,w1,3
20002_clueweb09-en0009-33-5110,w1,3
20002_clueweb09-en0131-43-26677,w3,2
20002_clueweb09-en0131-86-23715,w3,3
20002_clueweb09-en0006-85-33159,w3,0
20002_clueweb09-en0009-33-5110,w3,0
20002_clueweb09-en0009-33-5110,w3,0
20002_clueweb09-en0131-43-26677,w6,2
20002_clueweb09-en0131-86-23715,w6,3
20002_clueweb09-en0006-85-33159,w6,0
20002_clueweb09-en0009-33-5110,w6,3
20002_clueweb09-en0009-33-5110,w6,3
20002_clueweb09-en0131-43-26677,w4,2
20002_clueweb09-en0131-86-23715,w4,3
20002_clueweb09-en0006-85-33159,w4,1
20002_clueweb09-en0009-33-5110,w4,3
20002_clueweb09-en0009-33-5110,w4,3
20002_clueweb09-en0131-43-26677,w7,1
20002_clueweb09-en0131-86-23715,w7,3
20002_clueweb09-en0006-85-33159,w7,2
20002_clueweb09-en0009-33-5110,w7,3
20002_clueweb09-en0009-33-5110,w7,3
20012_clueweb09-en0000-21-14423,w1,2
20012_clueweb09-en0000-59-05057,w1,2
20012_clueweb09-en0000-59-05055,w1,2
20012_clueweb09-en0011-78-02718,w1,2
20012_clueweb09-en0000-30-16052,w1,2
20012_clueweb09-en0000-21-14423,w20,0
20012_clueweb09-en0000-59-05057,w20,2
20012_clueweb09-en0000-59-05055,w20,2
20012_clueweb09-en0011-78-02718,w20,1
20012_clueweb09-en0000-30-16052,w20,1
20012_clueweb09-en0000-21-14423,w3,0
20012_clueweb09-en0000-59-05057,w3,2
20012_clueweb09-en0000-59-05055,w3,2
20012_clueweb09-en0011-78-02718,w3,2
20012_clueweb09-en0000-30-16052,w3,2
20012_clueweb09-en0000-21-14423,w6,3
20012_clueweb09-en0000-59-05057,w6,2
20012_clueweb09-en0000-59-05055,w6,2
20012_clueweb09-en0011-78-02718,w6,2
20012_clueweb09-en0000-30-16052,w6,1
20012_clueweb09-en0000-21-14423,w7,1
20012_clueweb09-en0000-59-05057,w7,1
20012_clueweb09-en0000-59-05055,w7,1
20012_clueweb09-en0011-78-02718,w7,1
20012_clueweb09-en0000-30-16052,w7,1
20012_clueweb09-en0003-74-29730,w28,2
20012_clueweb09-en0003-57-01247,w28,2
20012_clueweb09-en0004-02-18125,w28,2
20012_clueweb09-en0003-05-28549,w28,2
20012_clueweb09-en0007-39-22983,w28,1
20012_clueweb09-en0003-74-29730,w4,2
20012_clueweb09-en0003-57-01247,w4,2
20012_clueweb09-en0004-02-18125,w4,2
20012_clueweb09-en0003-05-28549,w4,2
20012_clueweb09-en0007-39-22983,w4,2
20012_clueweb09-en0003-74-29730,w29,2
20012_clueweb09-en0003-57-01247,w29,1
20012_clueweb09-en0004-02-18125,w29,1
20012_clueweb09-en0003-05-28549,w29,1
20012_clueweb09-en0007-39-22983,w29,1
20012_clueweb09-en0003-74-29730,w30,2
20012_clueweb09-en0003-57-01247,w30,0
20012_clueweb09-en0004-02-18125,w30,2
20012_clueweb09-en0003-05-28549,w30,2
20012_clueweb09-en0007-39-22983,w30,1
20012_clueweb09-en0004-09-39415,w31,1
20012_clueweb09-en0003-71-36817,w31,2
20012_clueweb09-en0004-08-29316,w31,1
20012_clueweb09-en0004-08-29315,w31,1
20012_clueweb09-en0004-49-38207,w31,1
20012_clueweb09-en0004-09-39415,w1,2
20012_clueweb09-en0003-71-36817,w1,2
20012_clueweb09-en0004-08-29316,w1,1
20012_clueweb09-en0004-08-29315,w1,2
20012_clueweb09-en0004-49-38207,w1,1
20012_clueweb09-en0004-09-39415,w3,0
20012_clueweb09-en0003-71-36817,w3,2
20012_clueweb09-en0004-08-29316,w3,0
20012_clueweb09-en0004-08-29315,w3,0
20012_clueweb09-en0004-49-38207,w3,0
20012_clueweb09-en0004-09-39415,w6,0
20012_clueweb09-en0003-71-36817,w6,2
20012_clueweb09-en0004-08-29316,w6,0
20012_clueweb09-en0004-08-29315,w6,1
20012_clueweb09-en0004-49-38207,w6,0
20012_clueweb09-en0004-09-39415,w7,1
20012_clueweb09-en0003-71-36817,w7,1
20012_clueweb09-en0004-08-29316,w7,1
20012_clueweb09-en0004-08-29315,w7,1
20012_clueweb09-en0004-49-38207,w7,1
20012_clueweb09-en0007-24-16951,w2,0
20012_clueweb09-en0004-63-31985,w2,1
20012_clueweb09-en0004-63-32353,w2,1
20012_clueweb09-en0004-63-32343,w2,1
20012_clueweb09-en0004-63-32337,w2,1
20012_clueweb09-en0007-24-16951,w3,0
20012_clueweb09-en0004-63-31985,w3,1
20012_clueweb09-en0004-63-32353,w3,1
20012_clueweb09-en0004-63-32343,w3,1
20012_clueweb09-en0004-63-32337,w3,1
20012_clueweb09-en0007-24-16951,w16,2
20012_clueweb09-en0004-63-31985,w16,2
20012_clueweb09-en0004-63-32353,w16,2
20012_clueweb09-en0004-63-32343,w16,2
