task,community
disco.00059.mp3,disco
disco.00053.mp3,disco
disco.00045.mp3,disco
disco.00038.mp3,disco
disco.00012.mp3,disco
disco.00008.mp3,disco
disco.00005.mp3,disco
country.00092.mp3,country
country.00090.mp3,country
country.00088.mp3,country
country.00068.mp3,country
country.00064.mp3,country
country.00030.mp3,country
country.00027.mp3,country
country.00014.mp3,country
country.00008.mp3,country
classical.00064.mp3,classical
classical.00063.mp3,classical
classical.00059.mp3,classical
classical.00057.mp3,classical
classical.00043.mp3,classical
classical.00040.mp3,classical
classical.00020.mp3,classical
classical.00019.mp3,classical
blues.00085.mp3,blues
blues.00078.mp3,blues
blues.00076.mp3,blues
blues.00057.mp3,blues
blues.00044.mp3,blues
blues.00039.mp3,blues
blues.00005.mp3,blues
rock.00090.mp3,rock
rock.00049.mp3,rock
rock.00036.mp3,rock
rock.00021.mp3,rock
rock.00017.mp3,rock
rock.00011.mp3,rock
rock.00010.mp3,rock
rock.00006.mp3,rock
reggae.00087.mp3,reggae
reggae.00081.mp3,reggae
reggae.00071.mp3,reggae
reggae.00064.mp3,reggae
reggae.00061.mp3,reggae
reggae.00041.mp3,reggae
reggae.00039.mp3,reggae
reggae.00035.mp3,reggae
reggae.00033.mp3,reggae
reggae.00029.mp3,reggae
reggae.00008.mp3,reggae
reggae.00004.mp3,reggae
pop.00095.mp3,pop
pop.00088.mp3,pop
pop.00086.mp3,pop
pop.00078.mp3,pop
pop.00075.mp3,pop
pop.00070.mp3,pop
pop.00066.mp3,pop
pop.00065.mp3,pop
pop.00055.mp3,pop
pop.00032.mp3,pop
pop.00021.mp3,pop
pop.00004.mp3,pop
pop.00003.mp3,pop
pop.00002.mp3,pop
metal.00091.mp3,metal
metal.00081.mp3,metal
metal.00080.mp3,metal
metal.00068.mp3,metal
metal.00059.mp3,metal
metal.00055.mp3,metal
metal.00047.mp3,metal
metal.00045.mp3,metal
metal.00039.mp3,metal
metal.00034.mp3,metal
metal.00022.mp3,metal
metal.00014.mp3,metal
metal.00009.mp3,metal
metal.00007.mp3,metal
metal.00003.mp3,metal
metal.00000.mp3,metal
jazz.00093.mp3,jazz
jazz.00088.mp3,jazz
jazz.00084.mp3,jazz
jazz.00081.mp3,jazz
jazz.00070.mp3,jazz
jazz.00064.mp3,jazz
jazz.00060.mp3,jazz
jazz.00051.mp3,jazz
jazz.00050.mp3,jazz
jazz.00036.mp3,jazz
jazz.00035.mp3,jazz
jazz.00027.mp3,jazz
jazz.00023.mp3,jazz
jazz.00022.mp3,jazz
jazz.00009.mp3,jazz
hiphop.00095.mp3,hiphop
hiphop.00093.mp3,hiphop
hiphop.00084.mp3,hiphop
hiphop.00082.mp3,hiphop
hiphop.00078.mp3,hiphop
hiphop.00053.mp3,hiphop
hiphop.00036.mp3,hiphop
hiphop.00023.mp3,hiphop
hiphop.00007.mp3,hiphop
disco.00097.mp3,disco
disco.00081.mp3,disco
disco.00074.mp3,disco
disco.00068.mp3,disco
disco.00056.mp3,disco
disco.00050.mp3,disco
disco.00043.mp3,disco
disco.00028.mp3,disco
disco.00021.mp3,disco
disco.00016.mp3,disco
disco.00015.mp3,disco
disco.00014.mp3,disco
disco.00007.mp3,disco
country.00089.mp3,country
country.00076.mp3,country
country.00074.mp3,country
country.00059.mp3,country
country.00058.mp3,country
country.00032.mp3,country
country.00029.mp3,country
country.00028.mp3,country
country.00023.mp3,country
country.00016.mp3,country
country.00003.mp3,country
classical.00075.mp3,classical
classical.00070.mp3,classical
classical.00069.mp3,classical
classical.00067.mp3,classical
classical.00055.mp3,classical
classical.00036.mp3,classical
classical.00034.mp3,classical
classical.00027.mp3,classical
classical.00026.mp3,classical
classical.00004.mp3,classical
classical.00003.mp3,classical
classical.00000.mp3,classical
blues.00075.mp3,blues
blues.00071.mp3,blues
blues.00061.mp3,blues
blues.00060.mp3,blues
blues.00050.mp3,blues
blues.00048.mp3,blues
blues.00045.mp3,blues
blues.00042.mp3,blues
blues.00041.mp3,blues
blues.00038.mp3,blues
blues.00028.mp3,blues
blues.00018.mp3,blues
blues.00016.mp3,blues
blues.00014.mp3,blues
blues.00003.mp3,blues
blues.00002.mp3,blues
blues.00000.mp3,blues
rock.00099.mp3,rock
rock.00098.mp3,rock
rock.00094.mp3,rock
rock.00082.mp3,rock
rock.00080.mp3,rock
rock.00077.mp3,rock
rock.00075.mp3,rock
rock.00071.mp3,rock
rock.00065.mp3,rock
rock.00062.mp3,rock
rock.00060.mp3,rock
rock.00059.mp3,rock
rock.00056.mp3,rock
rock.00045.mp3,rock
rock.00043.mp3,rock
rock.00032.mp3,rock
rock.00025.mp3,rock
rock.00018.mp3,rock
rock.00014.mp3,rock
rock.00005.mp3,rock
reggae.00094.mp3,reggae
reggae.00093.mp3,reggae
reggae.00091.mp3,reggae
reggae.00086.mp3,reggae
reggae.00068.mp3,reggae
reggae.00067.mp3,reggae
reggae.00057.mp3,reggae
reggae.00053.mp3,reggae
reggae.00048.mp3,reggae
reggae.00043.mp3,reggae
reggae.00040.mp3,reggae
reggae.00028.mp3,reggae
reggae.00021.mp3,reggae
reggae.00020.mp3,reggae
reggae.00017.mp3,reggae
reggae.00002.mp3,reggae
pop.00097.mp3,pop
pop.00094.mp3,pop
pop.00093.mp3,pop
pop.00090.mp3,pop
pop.00085.mp3,pop
pop.00077.mp3,pop
pop.00073.mp3,pop
pop.00064.mp3,pop
pop.00051.mp3,pop
pop.00050.mp3,pop
pop.00048.mp3,pop
pop.00036.mp3,pop
pop.00025.mp3,pop
pop.00019.mp3,pop
pop.00011.mp3,pop
pop.00009.mp3,pop
pop.00006.mp3,pop
metal.00099.mp3,metal
metal.00095.mp3,metal
metal.00083.mp3,metal
metal.00077.mp3,metal
metal.00053.mp3,metal
metal.00046.mp3,metal
metal.00040.mp3,metal
metal.00037.mp3,metal
metal.00036.mp3,metal
metal.00026.mp3,metal
metal.00023.mp3,metal
metal.00018.mp3,metal
metal.00015.mp3,metal
metal.00013.mp3,metal
metal.00002.mp3,metal
jazz.00097.mp3,jazz
jazz.00087.mp3,jazz
jazz.00059.mp3,jazz
jazz.00048.mp3,jazz
jazz.00047.mp3,jazz
jazz.00030.mp3,jazz
jazz.00025.mp3,jazz
jazz.00024.mp3,jazz
jazz.00018.mp3,jazz
jazz.00013.mp3,jazz
jazz.00010.mp3,jazz
jazz.00006.mp3,jazz
jazz.00004.mp3,jazz
hiphop.00091.mp3,hiphop
hiphop.00081.mp3,hiphop
hiphop.00077.mp3,hiphop
hiphop.00074.mp3,hiphop
hiphop.00073.mp3,hiphop
hiphop.00069.mp3,hiphop
hiphop.00056.mp3,hiphop
hiphop.00022.mp3,hiphop
hiphop.00020.mp3,hiphop
hiphop.00019.mp3,hiphop
hiphop.00016.mp3,hiphop
hiphop.00008.mp3,hiphop
hiphop.00005.mp3,hiphop
hiphop.00004.mp3,hiphop
hiphop.00002.mp3,hiphop
disco.00099.mp3,disco
disco.00090.mp3,disco
disco.00089.mp3,disco
disco.00088.mp3,disco
disco.00087.mp3,disco
disco.00083.mp3,disco
disco.00073.mp3,disco
disco.00071.mp3,disco
disco.00067.mp3,disco
disco.00066.mp3,disco
disco.00065.mp3,disco
disco.00060.mp3,disco
disco.00055.mp3,disco
disco.00041.mp3,disco
disco.00040.mp3,disco
disco.00039.mp3,disco
disco.00037.mp3,disco
disco.00036.mp3,disco
disco.00033.mp3,disco
disco.00026.mp3,disco
disco.00003.mp3,disco
disco.00001.mp3,disco
disco.00000.mp3,disco
country.00098.mp3,country
country.00096.mp3,country
country.00091.mp3,country
country.00084.mp3,country
country.00081.mp3,country
country.00077.mp3,country
country.00057.mp3,country
country.00049.mp3,country
country.00044.mp3,country
country.00042.mp3,country
country.00041.mp3,country
country.00039.mp3,country
country.00022.mp3,country
country.00020.mp3,country
country.00019.mp3,country
country.00011.mp3,country
country.00007.mp3,country
country.00004.mp3,country
country.00000.mp3,country
classical.00099.mp3,classical
classical.00091.mp3,classical
classical.00090.mp3,classical
classical.00080.mp3,classical
classical.00077.mp3,classical
classical.00072.mp3,classical
classical.00071.mp3,classical
classical.00050.mp3,classical
classical.00048.mp3,classical
classical.00045.mp3,classical
classical.00039.mp3,classical
classical.00038.mp3,classical
classical.00028.mp3,classical
classical.00017.mp3,classical
classical.00014.mp3,classical
classical.00011.mp3,classical
classical.00008.mp3,classical
classical.00002.mp3,classical
blues.00089.mp3,blues
blues.00087.mp3,blues
blues.00084.mp3,blues
blues.00080.mp3,blues
blues.00079.mp3,blues
blues.00067.mp3,blues
blues.00056.mp3,blues
blues.00030.mp3,blues
blues.00026.mp3,blues
rock.00097.mp3,rock
rock.00088.mp3,rock
rock.00083.mp3,rock
rock.00074.mp3,rock
rock.00073.mp3,rock
rock.00064.mp3,rock
rock.00063.mp3,rock
rock.00061.mp3,rock
rock.00058.mp3,rock
rock.00057.mp3,rock
rock.00046.mp3,rock
rock.00042.mp3,rock
rock.00030.mp3,rock
rock.00027.mp3,rock
rock.00024.mp3,rock
rock.00023.mp3,rock
rock.00020.mp3,rock
rock.00015.mp3,rock
rock.00008.mp3,rock
rock.00007.mp3,rock
rock.00004.mp3,rock
rock.00000.mp3,rock
reggae.00099.mp3,reggae
reggae.00096.mp3,reggae
reggae.00090.mp3,reggae
reggae.00088.mp3,reggae
reggae.00085.mp3,reggae
reggae.00083.mp3,reggae
reggae.00082.mp3,reggae
reggae.00076.mp3,reggae
reggae.00074.mp3,reggae
reggae.00073.mp3,reggae
reggae.00062.mp3,reggae
reggae.00056.mp3,reggae
reggae.00049.mp3,reggae
reggae.00047.mp3,reggae
reggae.00036.mp3,reggae
reggae.00032.mp3,reggae
reggae.00030.mp3,reggae
reggae.00025.mp3,reggae
reggae.00023.mp3,reggae
reggae.00022.mp3,reggae
reggae.00019.mp3,reggae
reggae.00015.mp3,reggae
reggae.00014.mp3,reggae
reggae.00011.mp3,reggae
reggae.00010.mp3,reggae
reggae.00005.mp3,reggae
pop.00082.mp3,pop
pop.00060.mp3,pop
pop.00057.mp3,pop
pop.00047.mp3,pop
pop.00042.mp3,pop
pop.00038.mp3,pop
pop.00031.mp3,pop
pop.00012.mp3,pop
pop.00008.mp3,pop
metal.00096.mp3,metal
metal.00088.mp3,metal
metal.00086.mp3,metal
metal.00076.mp3,metal
metal.00073.mp3,metal
metal.00072.mp3,metal
metal.00064.mp3,metal
metal.00043.mp3,metal
metal.00042.mp3,metal
metal.00030.mp3,metal
metal.00028.mp3,metal
metal.00024.mp3,metal
metal.00020.mp3,metal
metal.00019.mp3,metal
metal.00011.mp3,metal
metal.00010.mp3,metal
metal.00008.mp3,metal
jazz.00090.mp3,jazz
jazz.00075.mp3,jazz
jazz.00073.mp3,jazz
jazz.00057.mp3,jazz
jazz.00044.mp3,jazz
jazz.00034.mp3,jazz
jazz.00029.mp3,jazz
jazz.00026.mp3,jazz
jazz.00021.mp3,jazz
jazz.00011.mp3,jazz
jazz.00008.mp3,jazz
jazz.00005.mp3,jazz
jazz.00003.mp3,jazz
hiphop.00089.mp3,hiphop
hiphop.00086.mp3,hiphop
hiphop.00079.mp3,hiphop
hiphop.00076.mp3,hiphop
hiphop.00072.mp3,hiphop
hiphop.00071.mp3,hiphop
hiphop.00062.mp3,hiphop
hiphop.00060.mp3,hiphop
hiphop.00059.mp3,hiphop
hiphop.00057.mp3,hiphop
hiphop.00051.mp3,hiphop
hiphop.00049.mp3,hiphop
hiphop.00048.mp3,hiphop
hiphop.00040.mp3,hiphop
hiphop.00039.mp3,hiphop
hiphop.00017.mp3,hiphop
hiphop.00013.mp3,hiphop
hiphop.00010.mp3,hiphop
hiphop.00000.mp3,hiphop
disco.00091.mp3,disco
disco.00084.mp3,disco
disco.00069.mp3,disco
disco.00064.mp3,disco
disco.00058.mp3,disco
disco.00057.mp3,disco
disco.00051.mp3,disco
disco.00044.mp3,disco
disco.00034.mp3,disco
disco.00032.mp3,disco
disco.00024.mp3,disco
disco.00022.mp3,disco
disco.00019.mp3,disco
country.00080.mp3,country
country.00079.mp3,country
country.00075.mp3,country
country.00072.mp3,country
country.00071.mp3,country
country.00062.mp3,country
country.00061.mp3,country
country.00056.mp3,country
country.00047.mp3,country
country.00046.mp3,country
country.00045.mp3,country
country.00036.mp3,country
country.00035.mp3,country
country.00033.mp3,country
country.00025.mp3,country
country.00018.mp3,country
country.00013.mp3,country
country.00006.mp3,country
country.00005.mp3,country
country.00001.mp3,country
classical.00097.mp3,classical
classical.00095.mp3,classical
classical.00093.mp3,classical
classical.00086.mp3,classical
classical.00085.mp3,classical
classical.00084.mp3,classical
classical.00081.mp3,classical
classical.00074.mp3,classical
classical.00062.mp3,classical
classical.00060.mp3,classical
classical.00058.mp3,classical
classical.00056.mp3,classical
classical.00049.mp3,classical
classical.00047.mp3,classical
classical.00035.mp3,classical
classical.00033.mp3,classical
classical.00030.mp3,classical
classical.00024.mp3,classical
classical.00016.mp3,classical
classical.00009.mp3,classical
classical.00001.mp3,classical
blues.00099.mp3,blues
blues.00097.mp3,blues
blues.00092.mp3,blues
blues.00088.mp3,blues
blues.00081.mp3,blues
blues.00077.mp3,blues
blues.00072.mp3,blues
blues.00070.mp3,blues
blues.00064.mp3,blues
blues.00054.mp3,blues
blues.00049.mp3,blues
blues.00040.mp3,blues
blues.00036.mp3,blues
blues.00027.mp3,blues
blues.00012.mp3,blues
blues.00009.mp3,blues
blues.00006.mp3,blues
blues.00004.mp3,blues
