task,truth
jazz.00040.mp3,jazz
blues.00070.mp3,blues
classical.00002.mp3,classical
hiphop.00052.mp3,hiphop
metal.00008.mp3,metal
jazz.00008.mp3,jazz
metal.00083.mp3,metal
jazz.00021.mp3,jazz
classical.00074.mp3,classical
country.00084.mp3,country
pop.00096.mp3,pop
classical.00077.mp3,classical
rock.00032.mp3,rock
country.00079.mp3,country
pop.00060.mp3,pop
hiphop.00030.mp3,hiphop
jazz.00097.mp3,jazz
classical.00084.mp3,classical
metal.00068.mp3,metal
reggae.00089.mp3,reggae
classical.00033.mp3,classical
blues.00004.mp3,blues
classical.00007.mp3,classical
pop.00051.mp3,pop
reggae.00096.mp3,reggae
jazz.00011.mp3,jazz
blues.00049.mp3,blues
disco.00022.mp3,disco
classical.00085.mp3,classical
blues.00087.mp3,blues
rock.00075.mp3,rock
metal.00000.mp3,metal
reggae.00008.mp3,reggae
rock.00065.mp3,rock
reggae.00036.mp3,reggae
country.00076.mp3,country
rock.00074.mp3,rock
pop.00081.mp3,pop
jazz.00084.mp3,jazz
pop.00073.mp3,pop
pop.00012.mp3,pop
classical.00017.mp3,classical
classical.00099.mp3,classical
blues.00015.mp3,blues
metal.00053.mp3,metal
disco.00051.mp3,disco
rock.00027.mp3,rock
rock.00077.mp3,rock
hiphop.00001.mp3,hiphop
country.00047.mp3,country
classical.00016.mp3,classical
classical.00058.mp3,classical
reggae.00043.mp3,reggae
rock.00088.mp3,rock
hiphop.00057.mp3,hiphop
blues.00098.mp3,blues
metal.00010.mp3,metal
reggae.00011.mp3,reggae
pop.00011.mp3,pop
disco.00078.mp3,disco
blues.00092.mp3,blues
classical.00093.mp3,classical
pop.00045.mp3,pop
hiphop.00067.mp3,hiphop
metal.00023.mp3,metal
reggae.00072.mp3,reggae
rock.00082.mp3,rock
pop.00082.mp3,pop
classical.00078.mp3,classical
jazz.00026.mp3,jazz
rock.00058.mp3,rock
hiphop.00060.mp3,hiphop
country.00034.mp3,country
disco.00019.mp3,disco
country.00044.mp3,country
jazz.00005.mp3,jazz
reggae.00056.mp3,reggae
reggae.00005.mp3,reggae
reggae.00038.mp3,reggae
classical.00030.mp3,classical
blues.00077.mp3,blues
jazz.00087.mp3,jazz
hiphop.00017.mp3,hiphop
reggae.00025.mp3,reggae
jazz.00076.mp3,jazz
pop.00077.mp3,pop
classical.00015.mp3,classical
hiphop.00056.mp3,hiphop
rock.00073.mp3,rock
disco.00091.mp3,disco
metal.00077.mp3,metal
reggae.00062.mp3,reggae
reggae.00083.mp3,reggae
reggae.00017.mp3,reggae
country.00077.mp3,country
country.00062.mp3,country
blues.00027.mp3,blues
hiphop.00003.mp3,hiphop
country.00056.mp3,country
pop.00035.mp3,pop
rock.00060.mp3,rock
pop.00085.mp3,pop
metal.00030.mp3,metal
reggae.00086.mp3,reggae
hiphop.00005.mp3,hiphop
metal.00040.mp3,metal
jazz.00023.mp3,jazz
reggae.00077.mp3,reggae
classical.00003.mp3,classical
pop.00055.mp3,pop
blues.00084.mp3,blues
country.00067.mp3,country
reggae.00022.mp3,reggae
pop.00092.mp3,pop
classical.00009.mp3,classical
country.00045.mp3,country
hiphop.00039.mp3,hiphop
hiphop.00079.mp3,hiphop
pop.00029.mp3,pop
country.00024.mp3,country
country.00061.mp3,country
reggae.00030.mp3,reggae
reggae.00015.mp3,reggae
disco.00076.mp3,disco
metal.00098.mp3,metal
jazz.00048.mp3,jazz
reggae.00032.mp3,reggae
metal.00002.mp3,metal
disco.00084.mp3,disco
disco.00030.mp3,disco
blues.00030.mp3,blues
reggae.00098.mp3,reggae
blues.00062.mp3,blues
blues.00088.mp3,blues
hiphop.00076.mp3,hiphop
country.00022.mp3,country
disco.00094.mp3,disco
classical.00062.mp3,classical
disco.00052.mp3,disco
jazz.00068.mp3,jazz
metal.00026.mp3,metal
rock.00020.mp3,rock
pop.00034.mp3,pop
pop.00025.mp3,pop
metal.00001.mp3,metal
rock.00086.mp3,rock
disco.00024.mp3,disco
country.00010.mp3,country
metal.00050.mp3,metal
country.00013.mp3,country
disco.00067.mp3,disco
rock.00063.mp3,rock
country.00099.mp3,country
blues.00069.mp3,blues
disco.00066.mp3,disco
pop.00066.mp3,pop
country.00046.mp3,country
metal.00013.mp3,metal
disco.00032.mp3,disco
metal.00096.mp3,metal
hiphop.00000.mp3,hiphop
classical.00022.mp3,classical
disco.00026.mp3,disco
pop.00020.mp3,pop
disco.00004.mp3,disco
hiphop.00062.mp3,hiphop
rock.00064.mp3,rock
jazz.00073.mp3,jazz
country.00096.mp3,country
metal.00064.mp3,metal
classical.00001.mp3,classical
rock.00094.mp3,rock
country.00035.mp3,country
country.00094.mp3,country
classical.00071.mp3,classical
jazz.00036.mp3,jazz
reggae.00082.mp3,reggae
blues.00099.mp3,blues
rock.00087.mp3,rock
hiphop.00013.mp3,hiphop
reggae.00047.mp3,reggae
metal.00086.mp3,metal
jazz.00072.mp3,jazz
disco.00073.mp3,disco
disco.00098.mp3,disco
hiphop.00089.mp3,hiphop
jazz.00071.mp3,jazz
pop.00024.mp3,pop
country.00025.mp3,country
jazz.00074.mp3,jazz
hiphop.00048.mp3,hiphop
country.00078.mp3,country
hiphop.00071.mp3,hiphop
classical.00024.mp3,classical
jazz.00003.mp3,jazz
country.00091.mp3,country
pop.00021.mp3,pop
rock.00083.mp3,rock
classical.00049.mp3,classical
blues.00056.mp3,blues
classical.00005.mp3,classical
hiphop.00020.mp3,hiphop
classical.00095.mp3,classical
disco.00069.mp3,disco
country.00026.mp3,country
classical.00097.mp3,classical
blues.00081.mp3,blues
blues.00064.mp3,blues
pop.00048.mp3,pop
rock.00015.mp3,rock
pop.00057.mp3,pop
rock.00004.mp3,rock
reggae.00023.mp3,reggae
blues.00097.mp3,blues
hiphop.00059.mp3,hiphop
metal.00017.mp3,metal
classical.00043.mp3,classical
reggae.00061.mp3,reggae
disco.00087.mp3,disco
classical.00052.mp3,classical
country.00019.mp3,country
disco.00003.mp3,disco
metal.00015.mp3,metal
pop.00019.mp3,pop
pop.00084.mp3,pop
country.00032.mp3,country
reggae.00076.mp3,reggae
jazz.00080.mp3,jazz
classical.00000.mp3,classical
jazz.00022.mp3,jazz
hiphop.00063.mp3,hiphop
rock.00049.mp3,rock
reggae.00033.mp3,reggae
rock.00084.mp3,rock
metal.00085.mp3,metal
country.00085.mp3,country
blues.00078.mp3,blues
metal.00084.mp3,metal
disco.00015.mp3,disco
classical.00086.mp3,classical
reggae.00042.mp3,reggae
rock.00039.mp3,rock
jazz.00009.mp3,jazz
metal.00069.mp3,metal
disco.00008.mp3,disco
country.00000.mp3,country
jazz.00079.mp3,jazz
classical.00035.mp3,classical
jazz.00064.mp3,jazz
disco.00050.mp3,disco
metal.00031.mp3,metal
reggae.00046.mp3,reggae
country.00008.mp3,country
classical.00055.mp3,classical
classical.00027.mp3,classical
blues.00075.mp3,blues
blues.00026.mp3,blues
rock.00034.mp3,rock
pop.00031.mp3,pop
blues.00014.mp3,blues
blues.00036.mp3,blues
reggae.00057.mp3,reggae
classical.00067.mp3,classical
metal.00054.mp3,metal
disco.00020.mp3,disco
disco.00000.mp3,disco
pop.00006.mp3,pop
hiphop.00023.mp3,hiphop
country.00041.mp3,country
rock.00005.mp3,rock
jazz.00056.mp3,jazz
reggae.00004.mp3,reggae
jazz.00031.mp3,jazz
jazz.00006.mp3,jazz
metal.00087.mp3,metal
metal.00091.mp3,metal
blues.00089.mp3,blues
metal.00014.mp3,metal
pop.00067.mp3,pop
reggae.00053.mp3,reggae
rock.00051.mp3,rock
blues.00016.mp3,blues
country.00080.mp3,country
pop.00095.mp3,pop
jazz.00017.mp3,jazz
hiphop.00077.mp3,hiphop
jazz.00044.mp3,jazz
disco.00007.mp3,disco
pop.00027.mp3,pop
classical.00029.mp3,classical
hiphop.00053.mp3,hiphop
hiphop.00082.mp3,hiphop
country.00071.mp3,country
reggae.00091.mp3,reggae
country.00058.mp3,country
reggae.00071.mp3,reggae
metal.00081.mp3,metal
disco.00014.mp3,disco
pop.00036.mp3,pop
jazz.00013.mp3,jazz
metal.00029.mp3,metal
blues.00061.mp3,blues
disco.00048.mp3,disco
hiphop.00028.mp3,hiphop
hiphop.00068.mp3,hiphop
disco.00016.mp3,disco
classical.00023.mp3,classical
blues.00080.mp3,blues
rock.00085.mp3,rock
country.00049.mp3,country
jazz.00098.mp3,jazz
metal.00039.mp3,metal
reggae.00073.mp3,reggae
classical.00080.mp3,classical
pop.00088.mp3,pop
pop.00094.mp3,pop
metal.00060.mp3,metal
hiphop.00007.mp3,hiphop
jazz.00060.mp3,jazz
hiphop.00019.mp3,hiphop
metal.00036.mp3,metal
blues.00025.mp3,blues
blues.00028.mp3,blues
pop.00078.mp3,pop
classical.00089.mp3,classical
hiphop.00054.mp3,hiphop
country.00059.mp3,country
blues.00039.mp3,blues
jazz.00093.mp3,jazz
pop.00064.mp3,pop
metal.00093.mp3,metal
pop.00028.mp3,pop
classical.00056.mp3,classical
classical.00059.mp3,classical
hiphop.00081.mp3,hiphop
jazz.00099.mp3,jazz
classical.00063.mp3,classical
hiphop.00049.mp3,hiphop
blues.00071.mp3,blues
hiphop.00095.mp3,hiphop
classical.00090.mp3,classical
blues.00063.mp3,blues
blues.00076.mp3,blues
rock.00006.mp3,rock
blues.00019.mp3,blues
rock.00055.mp3,rock
rock.00038.mp3,rock
country.00057.mp3,country
classical.00008.mp3,classical
reggae.00087.mp3,reggae
disco.00017.mp3,disco
classical.00039.mp3,classical
jazz.00014.mp3,jazz
reggae.00020.mp3,reggae
hiphop.00036.mp3,hiphop
blues.00050.mp3,blues
hiphop.00047.mp3,hiphop
reggae.00039.mp3,reggae
classical.00048.mp3,classical
metal.00055.mp3,metal
country.00023.mp3,country
metal.00009.mp3,metal
hiphop.00008.mp3,hiphop
metal.00003.mp3,metal
hiphop.00086.mp3,hiphop
metal.00007.mp3,metal
disco.00059.mp3,disco
metal.00047.mp3,metal
pop.00086.mp3,pop
metal.00034.mp3,metal
hiphop.00074.mp3,hiphop
classical.00040.mp3,classical
jazz.00019.mp3,jazz
rock.00059.mp3,rock
metal.00004.mp3,metal
rock.00099.mp3,rock
jazz.00050.mp3,jazz
hiphop.00009.mp3,hiphop
blues.00002.mp3,blues
metal.00057.mp3,metal
jazz.00051.mp3,jazz
metal.00059.mp3,metal
disco.00045.mp3,disco
jazz.00030.mp3,jazz
disco.00060.mp3,disco
blues.00060.mp3,blues
disco.00038.mp3,disco
disco.00036.mp3,disco
blues.00072.mp3,blues
disco.00093.mp3,disco
country.00003.mp3,country
metal.00088.mp3,metal
rock.00036.mp3,rock
country.00039.mp3,country
classical.00019.mp3,classical
pop.00037.mp3,pop
blues.00055.mp3,blues
country.00030.mp3,country
country.00006.mp3,country
reggae.00026.mp3,reggae
blues.00042.mp3,blues
rock.00062.mp3,rock
reggae.00060.mp3,reggae
classical.00070.mp3,classical
pop.00004.mp3,pop
reggae.00037.mp3,reggae
blues.00022.mp3,blues
hiphop.00002.mp3,hiphop
rock.00045.mp3,rock
rock.00090.mp3,rock
rock.00002.mp3,rock
jazz.00024.mp3,jazz
metal.00045.mp3,metal
hiphop.00016.mp3,hiphop
hiphop.00004.mp3,hiphop
jazz.00088.mp3,jazz
blues.00005.mp3,blues
pop.00050.mp3,pop
classical.00034.mp3,classical
hiphop.00041.mp3,hiphop
reggae.00014.mp3,reggae
disco.00043.mp3,disco
country.00005.mp3,country
disco.00053.mp3,disco
metal.00061.mp3,metal
pop.00091.mp3,pop
classical.00069.mp3,classical
pop.00007.mp3,pop
disco.00055.mp3,disco
pop.00030.mp3,pop
rock.00001.mp3,rock
classical.00021.mp3,classical
hiphop.00032.mp3,hiphop
disco.00012.mp3,disco
reggae.00094.mp3,reggae
country.00001.mp3,country
rock.00092.mp3,rock
jazz.00083.mp3,jazz
metal.00018.mp3,metal
jazz.00067.mp3,jazz
metal.00095.mp3,metal
reggae.00048.mp3,reggae
pop.00065.mp3,pop
disco.00077.mp3,disco
rock.00068.mp3,rock
disco.00037.mp3,disco
classical.00047.mp3,classical
country.00068.mp3,country
reggae.00064.mp3,reggae
rock.00010.mp3,rock
hiphop.00078.mp3,hiphop
classical.00081.mp3,classical
metal.00072.mp3,metal
disco.00040.mp3,disco
disco.00039.mp3,disco
classical.00091.mp3,classical
pop.00047.mp3,pop
disco.00083.mp3,disco
jazz.00027.mp3,jazz
pop.00089.mp3,pop
country.00092.mp3,country
hiphop.00084.mp3,hiphop
metal.00066.mp3,metal
rock.00017.mp3,rock
classical.00026.mp3,classical
classical.00050.mp3,classical
rock.00080.mp3,rock
blues.00018.mp3,blues
disco.00021.mp3,disco
classical.00014.mp3,classical
metal.00070.mp3,metal
rock.00007.mp3,rock
reggae.00003.mp3,reggae
metal.00005.mp3,metal
blues.00044.mp3,blues
reggae.00035.mp3,reggae
pop.00075.mp3,pop
jazz.00062.mp3,jazz
blues.00057.mp3,blues
metal.00067.mp3,metal
disco.00057.mp3,disco
jazz.00034.mp3,jazz
pop.00056.mp3,pop
rock.00008.mp3,rock
disco.00058.mp3,disco
blues.00009.mp3,blues
rock.00071.mp3,rock
metal.00024.mp3,metal
classical.00011.mp3,classical
country.00020.mp3,country
reggae.00088.mp3,reggae
blues.00068.mp3,blues
jazz.00004.mp3,jazz
hiphop.00073.mp3,hiphop
pop.00058.mp3,pop
metal.00082.mp3,metal
hiphop.00042.mp3,hiphop
