truth,label,probability
2,19,0.25
2,20,0.25
2,21,0.25
2,22,0.25
2,23,0.25
2,24,0.25
2,25,0.25
2,26,0.25
2,27,0.25
2,28,0.25
2,29,0.25
2,30,0.25
2,31,0.25
2,32,0.25
2,33,0.25
2,34,0.25
2,35,0.25
2,36,0.25
2,37,0.25
2,38,0.25
2,39,0.25
2,40,0.25
2,41,0.25
2,42,0.25
2,43,0.25
2,44,0.25
2,45,0.25
2,46,0.25
2,47,0.25
2,48,0.25
2,49,0.25
2,50,0.25
2,51,0.25
2,52,0.25
2,53,0.25
2,54,0.25
2,55,0.25
2,56,0.25
2,57,0.25
2,58,0.25
2,59,0.25
2,60,0.25
2,61,0.25
2,62,0.25
2,63,0.25
2,64,0.25
2,65,0.25
2,66,0.25
2,67,0.25
2,68,0.25
2,69,0.25
2,70,0.25
2,71,0.25
2,72,0.25
2,73,0.25
2,74,0.25
2,75,0.25
2,76,0.25
2,77,0.25
2,78,0.25
2,79,0.25
2,80,0.25
2,81,0.25
2,82,0.25
2,83,0.25
2,84,0.25
2,85,0.25
2,86,0.25
2,87,0.25
2,88,0.25
2,89,0.25
2,90,0.25
2,91,0.25
2,92,0.25
2,93,0.25
2,94,0.25
2,95,0.25
2,96,0.25
2,97,0.25
2,98,0.25
2,99,0.25
2,100,0.25
2,101,0.25
2,102,0.25
2,103,0.25
2,104,0.25
2,105,0.25
2,106,0.25
2,107,0.25
2,108,0.25
2,109,0.25
2,110,0.25
2,111,0.25
2,112,0.25
2,113,0.25
2,114,0.25
2,115,0.25
2,116,0.25
2,117,0.25
2,118,0.25
2,119,0.25
2,120,0.25
2,121,0.25
2,122,0.25
2,123,0.25
2,124,0.25
2,125,0.25
2,126,0.25
2,127,0.25
2,128,0.25
2,129,0.25
2,130,0.25
2,131,0.25
2,132,0.25
2,133,0.25
2,134,0.25
2,135,0.25
2,136,0.25
2,137,0.25
2,138,0.25
2,139,0.25
2,140,0.25
2,141,0.25
2,142,0.25
2,143,0.25
2,144,0.25
2,145,0.25
2,146,0.25
2,147,0.25
2,148,0.25
2,149,0.25
3,1,0.75
3,2,0.75
3,3,0.75
3,4,0.25
3,5,0.25
3,6,0.25
3,7,0.25
3,8,0.25
3,9,0.25
3,10,0.25
3,11,0.25
3,12,0.25
3,13,0.25
3,14,0.25
3,15,0.25
3,16,0.25
3,17,0.25
3,18,0.25
3,19,0.25
3,20,0.25
3,21,0.25
3,22,0.25
3,23,0.25
3,24,0.25
3,25,0.25
3,26,0.25
3,27,0.25
3,28,0.25
3,29,0.25
3,30,0.25
3,31,0.25
3,32,0.25
3,33,0.25
3,34,0.25
3,35,0.25
3,36,0.25
3,37,0.25
3,38,0.25
3,39,0.25
3,40,0.25
3,41,0.25
3,42,0.25
3,43,0.25
3,44,0.25
3,45,0.25
3,46,0.25
3,47,0.25
3,48,0.25
3,49,0.25
3,50,0.25
3,51,0.25
3,52,0.25
3,53,0.25
3,54,0.25
3,55,0.25
3,56,0.25
3,57,0.25
3,58,0.25
3,59,0.25
3,60,0.25
3,61,0.25
3,62,0.25
3,63,0.25
3,64,0.25
3,65,0.25
3,66,0.25
3,67,0.25
3,68,0.25
3,69,0.25
3,70,0.25
3,71,0.25
3,72,0.25
3,73,0.25
3,74,0.25
3,75,0.25
3,76,0.25
3,77,0.25
3,78,0.25
3,79,0.25
3,80,0.25
3,81,0.25
3,82,0.25
3,83,0.25
3,84,0.25
3,85,0.25
3,86,0.25
3,87,0.25
3,88,0.25
3,89,0.25
3,90,0.25
3,91,0.25
3,92,0.25
3,93,0.25
3,94,0.25
3,95,0.25
3,96,0.25
3,97,0.25
3,98,0.25
3,99,0.25
3,100,0.25
3,101,0.25
3,102,0.25
3,103,0.25
3,104,0.25
3,105,0.25
3,106,0.25
3,107,0.25
3,108,0.25
3,109,0.25
3,110,0.25
3,111,0.25
3,112,0.25
3,113,0.25
3,114,0.25
3,115,0.25
3,116,0.25
3,117,0.25
3,118,0.25
3,119,0.25
3,120,0.25
3,121,0.25
3,122,0.25
3,123,0.25
3,124,0.25
3,125,0.25
3,126,0.25
3,127,0.25
3,128,0.25
3,129,0.25
3,130,0.25
3,131,0.25
3,132,0.25
3,133,0.25
3,134,0.25
3,135,0.25
3,136,0.25
3,137,0.25
3,138,0.25
3,139,0.25
3,140,0.25
3,141,0.25
3,142,0.25
3,143,0.25
3,144,0.25
3,145,0.25
3,146,0.25
3,147,0.25
3,148,0.25
3,149,0.25
4,1,0.75
4,2,0.75
4,3,0.75
4,4,0.75
4,5,0.25
4,6,0.25
4,7,0.25
4,8,0.25
4,9,0.25
4,10,0.25
4,11,0.25
4,12,0.25
4,13,0.25
4,14,0.25
4,15,0.25
4,16,0.25
4,17,0.25
4,18,0.25
4,19,0.25
4,20,0.25
4,21,0.25
4,22,0.25
4,23,0.25
4,24,0.25
4,25,0.25
4,26,0.25
4,27,0.25
4,28,0.25
4,29,0.25
4,30,0.25
4,31,0.25
4,32,0.25
4,33,0.25
4,34,0.25
4,35,0.25
4,36,0.25
4,37,0.25
4,38,0.25
4,39,0.25
4,40,0.25
4,41,0.25
4,42,0.25
4,43,0.25
4,44,0.25
4,45,0.25
4,46,0.25
4,47,0.25
4,48,0.25
4,49,0.25
4,50,0.25
4,51,0.25
4,52,0.25
4,53,0.25
4,54,0.25
4,55,0.25
4,56,0.25
4,57,0.25
4,58,0.25
4,59,0.25
4,60,0.25
4,61,0.25
4,62,0.25
4,63,0.25
4,64,0.25
4,65,0.25
4,66,0.25
4,67,0.25
4,68,0.25
4,69,0.25
4,70,0.25
4,71,0.25
4,72,0.25
4,73,0.25
4,74,0.25
4,75,0.25
4,76,0.25
4,77,0.25
4,78,0.25
4,79,0.25
4,80,0.25
4,81,0.25
4,82,0.25
4,83,0.25
4,84,0.25
4,85,0.25
4,86,0.25
4,87,0.25
4,88,0.25
4,89,0.25
4,90,0.25
4,91,0.25
4,92,0.25
4,93,0.25
4,94,0.25
4,95,0.25
4,96,0.25
4,97,0.25
4,98,0.25
4,99,0.25
4,100,0.25
4,101,0.25
4,102,0.25
4,103,0.25
4,104,0.25
4,105,0.25
4,106,0.25
4,107,0.25
4,108,0.25
4,109,0.25
4,110,0.25
4,111,0.25
4,112,0.25
4,113,0.25
4,114,0.25
4,115,0.25
4,116,0.25
4,117,0.25
4,118,0.25
4,119,0.25
4,120,0.25
4,121,0.25
4,122,0.25
4,123,0.25
4,124,0.25
4,125,0.25
4,126,0.25
4,127,0.25
4,128,0.25
4,129,0.25
4,130,0.25
4,131,0.25
4,132,0.25
4,133,0.25
4,134,0.25
4,135,0.25
4,136,0.25
4,137,0.25
4,138,0.25
4,139,0.25
4,140,0.25
4,141,0.25
4,142,0.25
4,143,0.25
4,144,0.25
4,145,0.25
4,146,0.25
4,147,0.25
4,148,0.25
4,149,0.25
5,1,0.75
5,2,0.75
5,3,0.75
5,4,0.75
5,5,0.75
5,6,0.25
5,7,0.25
5,8,0.25
5,9,0.25
5,10,0.25
5,11,0.25
5,12,0.25
5,13,0.25
5,14,0.25
5,15,0.25
5,16,0.25
5,17,0.25
5,18,0.25
5,19,0.25
5,20,0.25
5,21,0.25
5,22,0.25
5,23,0.25
5,24,0.25
5,25,0.25
5,26,0.25
5,27,0.25
5,28,0.25
5,29,0.25
5,30,0.25
5,31,0.25
5,32,0.25
5,33,0.25
5,34,0.25
5,35,0.25
5,36,0.25
5,37,0.25
5,38,0.25
5,39,0.25
5,40,0.25
5,41,0.25
5,42,0.25
5,43,0.25
5,44,0.25
5,45,0.25
5,46,0.25
5,47,0.25
5,48,0.25
5,49,0.25
5,50,0.25
5,51,0.25
5,52,0.25
5,53,0.25
5,54,0.25
5,55,0.25
5,56,0.25
5,57,0.25
5,58,0.25
5,59,0.25
5,60,0.25
5,61,0.25
5,62,0.25
5,63,0.25
5,64,0.25
5,65,0.25
5,66,0.25
5,67,0.25
5,68,0.25
5,69,0.25
5,70,0.25
5,71,0.25
5,72,0.25
5,73,0.25
5,74,0.25
5,75,0.25
5,76,0.25
5,77,0.25
5,78,0.25
5,79,0.25
5,80,0.25
5,81,0.25
5,82,0.25
5,83,0.25
5,84,0.25
5,85,0.25
5,86,0.25
5,87,0.25
5,88,0.25
5,89,0.25
5,90,0.25
5,91,0.25
5,92,0.25
5,93,0.25
5,94,0.25
5,95,0.25
5,96,0.25
5,97,0.25
5,98,0.25
5,99,0.25
5,100,0.25
5,101,0.25
5,102,0.25
5,103,0.25
5,104,0.25
5,105,0.25
5,106,0.25
5,107,0.25
5,108,0.25
5,109,0.25
5,110,0.25
5,111,0.25
5,112,0.25
5,113,0.25
5,114,0.25
5,115,0.25
5,116,0.25
5,117,0.25
5,118,0.25
5,119,0.25
5,120,0.25
5,121,0.25
5,122,0.25
5,123,0.25
5,124,0.25
5,125,0.25
5,126,0.25
5,127,0.25
5,128,0.25
5,129,0.25
5,130,0.25
5,131,0.25
5,132,0.25
5,133,0.25
5,134,0.25
5,135,0.25
5,136,0.25
5,137,0.25
5,138,0.25
5,139,0.25
5,140,0.25
5,141,0.25
5,142,0.25
5,143,0.25
5,144,0.25
5,145,0.25
5,146,0.25
5,147,0.25
5,148,0.25
5,149,0.25
6,1,0.75
6,2,0.25
6,3,0.25
6,4,0.25
6,5,0.25
6,6,0.75
6,7,0.25
6,8,0.25
6,9,0.25
6,10,0.25
6,11,0.25
6,12,0.25
6,13,0.25
6,14,0.25
6,15,0.25
6,16,0.25
6,17,0.25
6,18,0.25
6,19,0.25
6,20,0.25
6,21,0.25
6,22,0.25
6,23,0.25
6,24,0.25
6,25,0.25
6,26,0.25
6,27,0.25
6,28,0.25
6,29,0.25
6,30,0.25
6,31,0.25
6,32,0.25
6,33,0.25
6,34,0.25
6,35,0.25
6,36,0.25
6,37,0.25
6,38,0.25
6,39,0.25
6,40,0.25
6,41,0.25
6,42,0.25
6,43,0.25
6,44,0.25
6,45,0.25
6,46,0.25
6,47,0.25
6,48,0.25
6,49,0.25
6,50,0.25
6,51,0.25
6,52,0.25
6,53,0.25
6,54,0.25
6,55,0.25
6,56,0.25
6,57,0.25
6,58,0.25
6,59,0.25
6,60,0.25
6,61,0.25
6,62,0.25
6,63,0.25
6,64,0.25
6,65,0.25
6,66,0.25
6,67,0.25
6,68,0.25
6,69,0.25
6,70,0.25
6,71,0.25
6,72,0.25
6,73,0.25
6,74,0.25
6,75,0.25
6,76,0.25
6,77,0.25
6,78,0.25
6,79,0.25
6,80,0.25
6,81,0.25
6,82,0.25
6,83,0.25
6,84,0.25
6,85,0.25
6,86,0.25
6,87,0.25
6,88,0.25
6,89,0.25
6,90,0.25
6,91,0.25
6,92,0.25
6,93,0.25
6,94,0.25
6,95,0.25
6,96,0.25
6,97,0.25
6,98,0.25
6,99,0.25
6,100,0.25
6,101,0.25
6,102,0.25
6,103,0.25
6,104,0.25
6,105,0.25
6,106,0.25
6,107,0.25
6,108,0.25
6,109,0.25
6,110,0.25
6,111,0.25
6,112,0.25
6,113,0.25
6,114,0.25
6,115,0.25
6,116,0.25
6,117,0.25
6,118,0.25
6,119,0.25
6,120,0.25
6,121,0.25
6,122,0.25
6,123,0.25
6,124,0.25
6,125,0.25
6,126,0.25
6,127,0.25
6,128,0.25
6,129,0.25
6,130,0.25
6,131,0.25
6,132,0.25
6,133,0.25
6,134,0.25
6,135,0.25
6,136,0.25
6,137,0.25
6,138,0.25
6,139,0.25
6,140,0.25
6,141,0.25
6,142,0.25
6,143,0.25
6,144,0.25
6,145,0.25
6,146,0.25
6,147,0.25
6,148,0.25
6,149,0.25
7,1,0.75
7,2,0.25
7,3,0.25
7,4,0.25
7,5,0.25
7,6,0.75
7,7,0.75
7,8,0.25
7,9,0.25
7,10,0.25
7,11,0.25
7,12,0.25
7,13,0.25
7,14,0.25
7,15,0.25
7,16,0.25
7,17,0.25
7,18,0.25
7,19,0.25
7,20,0.25
7,21,0.25
7,22,0.25
7,23,0.25
7,24,0.25
7,25,0.25
7,26,0.25
7,27,0.25
7,28,0.25
7,29,0.25
7,30,0.25
7,31,0.25
7,32,0.25
7,33,0.25
7,34,0.25
7,35,0.25
7,36,0.25
7,37,0.25
7,38,0.25
7,39,0.25
7,40,0.25
7,41,0.25
7,42,0.25
7,43,0.25
7,44,0.25
7,45,0.25
7,46,0.25
7,47,0.25
7,48,0.25
7,49,0.25
7,50,0.25
7,51,0.25
7,52,0.25
7,53,0.25
7,54,0.25
7,55,0.25
7,56,0.25
7,57,0.25
7,58,0.25
7,59,0.25
7,60,0.25
7,61,0.25
7,62,0.25
7,63,0.25
7,64,0.25
7,65,0.25
7,66,0.25
7,67,0.25
7,68,0.25
7,69,0.25
7,70,0.25
7,71,0.25
7,72,0.25
7,73,0.25
7,74,0.25
7,75,0.25
7,76,0.25
7,77,0.25
7,78,0.25
7,79,0.25
7,80,0.25
7,81,0.25
7,82,0.25
7,83,0.25
7,84,0.25
7,85,0.25
7,86,0.25
7,87,0.25
7,88,0.25
7,89,0.25
7,90,0.25
7,91,0.25
7,92,0.25
7,93,0.25
7,94,0.25
7,95,0.25
7,96,0.25
7,97,0.25
7,98,0.25
7,99,0.25
7,100,0.25
7,101,0.25
7,102,0.25
7,103,0.25
7,104,0.25
7,105,0.25
7,106,0.25
7,107,0.25
7,108,0.25
7,109,0.25
7,110,0.25
7,111,0.25
7,112,0.25
7,113,0.25
7,114,0.25
7,115,0.25
7,116,0.25
7,117,0.25
7,118,0.25
7,119,0.25
7,120,0.25
7,121,0.25
7,122,0.25
7,123,0.25
7,124,0.25
7,125,0.25
7,126,0.25
7,127,0.25
7,128,0.25
7,129,0.25
7,130,0.25
7,131,0.25
7,132,0.25
7,133,0.25
7,134,0.25
7,135,0.25
7,136,0.25
7,137,0.25
7,138,0.25
7,139,0.25
7,140,0.25
7,141,0.25
7,142,0.25
7,143,0.25
7,144,0.25
7,145,0.25
7,146,0.25
7,147,0.25
7,148,0.25
7,149,0.25
8,1,0.75
8,2,0.25
8,3,0.25
8,4,0.25
8,5,0.25
8,6,0.75
8,7,0.25
8,8,0.75
8,9,0.25
8,10,0.25
8,11,0.25
8,12,0.25
8,13,0.25
8,14,0.25
8,15,0.25
8,16,0.25
8,17,0.25
8,18,0.25
8,19,0.25
8,20,0.25
8,21,0.25
8,22,0.25
8,23,0.25
8,24,0.25
8,25,0.25
8,26,0.25
8,27,0.25
8,28,0.25
8,29,0.25
8,30,0.25
8,31,0.25
8,32,0.25
8,33,0.25
8,34,0.25
8,35,0.25
8,36,0.25
8,37,0.25
8,38,0.25
8,39,0.25
8,40,0.25
8,41,0.25
8,42,0.25
8,43,0.25
8,44,0.25
8,45,0.25
8,46,0.25
8,47,0.25
8,48,0.25
8,49,0.25
8,50,0.25
8,51,0.25
8,52,0.25
8,53,0.25
8,54,0.25
8,55,0.25
8,56,0.25
8,57,0.25
8,58,0.25
8,59,0.25
8,60,0.25
8,61,0.25
8,62,0.25
8,63,0.25
8,64,0.25
8,65,0.25
8,66,0.25
8,67,0.25
8,68,0.25
8,69,0.25
8,70,0.25
8,71,0.25
8,72,0.25
8,73,0.25
8,74,0.25
8,75,0.25
8,76,0.25
8,77,0.25
8,78,0.25
8,79,0.25
8,80,0.25
8,81,0.25
8,82,0.25
8,83,0.25
8,84,0.25
8,85,0.25
8,86,0.25
8,87,0.25
8,88,0.25
8,89,0.25
8,90,0.25
8,91,0.25
8,92,0.25
8,93,0.25
8,94,0.25
8,95,0.25
8,96,0.25
8,97,0.25
8,98,0.25
8,99,0.25
8,100,0.25
8,101,0.25
8,102,0.25
8,103,0.25
8,104,0.25
8,105,0.25
8,106,0.25
8,107,0.25
8,108,0.25
8,109,0.25
8,110,0.25
8,111,0.25
8,112,0.25
8,113,0.25
8,114,0.25
8,115,0.25
8,116,0.25
8,117,0.25
8,118,0.25
8,119,0.25
8,120,0.25
8,121,0.25
8,122,0.25
8,123,0.25
8,124,0.25
8,125,0.25
8,126,0.25
8,127,0.25
8,128,0.25
8,129,0.25
8,130,0.25
8,131,0.25
8,132,0.25
8,133,0.25
8,134,0.25
8,135,0.25
8,136,0.25
8,137,0.25
8,138,0.25
8,139,0.25
8,140,0.25
8,141,0.25
8,142,0.25
8,143,0.25
8,144,0.25
8,145,0.25
8,146,0.25
8,147,0.25
8,148,0.25
8,149,0.25
9,1,0.75
9,2,0.25
9,3,0.25
9,4,0.25
9,5,0.25
9,6,0.75
9,7,0.25
9,8,0.25
9,9,0.75
9,10,0.25
9,11,0.25
9,12,0.25
9,13,0.25
9,14,0.25
9,15,0.25
9,16,0.25
9,17,0.25
9,18,0.25
9,19,0.25
9,20,0.25
9,21,0.25
9,22,0.25
9,23,0.25
9,24,0.25
9,25,0.25
9,26,0.25
9,27,0.25
9,28,0.25
9,29,0.25
9,30,0.25
9,31,0.25
9,32,0.25
9,33,0.25
9,34,0.25
9,35,0.25
9,36,0.25
9,37,0.25
9,38,0.25
9,39,0.25
9,40,0.25
9,41,0.25
9,42,0.25
9,43,0.25
9,44,0.25
9,45,0.25
9,46,0.25
9,47,0.25
9,48,0.25
9,49,0.25
9,50,0.25
9,51,0.25
9,52,0.25
9,53,0.25
9,54,0.25
9,55,0.25
9,56,0.25
9,57,0.25
9,58,0.25
9,59,0.25
9,60,0.25
9,61,0.25
9,62,0.25
9,63,0.25
9,64,0.25
9,65,0.25
9,66,0.25
9,67,0.25
9,68,0.25
9,69,0.25
9,70,0.25
9,71,0.25
9,72,0.25
9,73,0.25
9,74,0.25
9,75,0.25
9,76,0.25
9,77,0.25
9,78,0.25
9,79,0.25
9,80,0.25
9,81,0.25
9,82,0.25
9,83,0.25
9,84,0.25
9,85,0.25
9,86,0.25
9,87,0.25
9,88,0.25
9,89,0.25
9,90,0.25
9,91,0.25
9,92,0.25
9,93,0.25
9,94,0.25
9,95,0.25
9,96,0.25
9,97,0.25
9,98,0.25
9,99,0.25
9,100,0.25
9,101,0.25
9,102,0.25
9,103,0.25
9,104,0.25
9,105,0.25
9,106,0.25
9,107,0.25
9,108,0.25
9,109,0.25
9,110,0.25
9,111,0.25
9,112,0.25
9,113,0.25
9,114,0.25
9,115,0.25
9,116,0.25
9,117,0.25
9,118,0.25
9,119,0.25
9,120,0.25
9,121,0.25
9,122,0.25
9,123,0.25
9,124,0.25
9,125,0.25
9,126,0.25
9,127,0.25
9,128,0.25
9,129,0.25
9,130,0.25
9,131,0.25
9,132,0.25
9,133,0.25
9,134,0.25
9,135,0.25
9,136,0.25
9,137,0.25
9,138,0.25
9,139,0.25
9,140,0.25
9,141,0.25
9,142,0.25
9,143,0.25
9,144,0.25
9,145,0.25
9,146,0.25
9,147,0.25
9,148,0.25
9,149,0.25
10,1,0.75
10,2,0.25
10,3,0.25
10,4,0.25
10,5,0.25
10,6,0.75
10,7,0.25
10,8,0.25
10,9,0.25
10,10,0.75
10,11,0.25
10,12,0.25
10,13,0.25
10,14,0.25
10,15,0.25
10,16,0.25
10,17,0.25
10,18,0.25
10,19,0.25
10,20,0.25
10,21,0.25
10,22,0.25
10,23,0.25
10,24,0.25
10,25,0.25
10,26,0.25
10,27,0.25
10,28,0.25
10,29,0.25
10,30,0.25
10,31,0.25
10,32,0.25
10,33,0.25
10,34,0.25
10,35,0.25
10,36,0.25
10,37,0.25
10,38,0.25
10,39,0.25
10,40,0.25
10,41,0.25
10,42,0.25
10,43,0.25
10,44,0.25
10,45,0.25
10,46,0.25
10,47,0.25
10,48,0.25
10,49,0.25
10,50,0.25
10,51,0.25
10,52,0.25
10,53,0.25
10,54,0.25
10,55,0.25
10,56,0.25
10,57,0.25
10,58,0.25
10,59,0.25
10,60,0.25
10,61,0.25
10,62,0.25
10,63,0.25
10,64,0.25
10,65,0.25
10,66,0.25
10,67,0.25
10,68,0.25
10,69,0.25
10,70,0.25
10,71,0.25
10,72,0.25
10,73,0.25
10,74,0.25
10,75,0.25
10,76,0.25
10,77,0.25
10,78,0.25
10,79,0.25
10,80,0.25
10,81,0.25
10,82,0.25
10,83,0.25
10,84,0.25
10,85,0.25
10,86,0.25
10,87,0.25
10,88,0.25
10,89,0.25
10,90,0.25
10,91,0.25
10,92,0.25
10,93,0.25
10,94,0.25
10,95,0.25
10,96,0.25
10,97,0.25
10,98,0.25
10,99,0.25
10,100,0.25
10,101,0.25
10,102,0.25
10,103,0.25
10,104,0.25
10,105,0.25
10,106,0.25
10,107,0.25
10,108,0.25
10,109,0.25
10,110,0.25
10,111,0.25
10,112,0.25
10,113,0.25
10,114,0.25
10,115,0.25
10,116,0.25
10,117,0.25
10,118,0.25
10,119,0.25
10,120,0.25
10,121,0.25
10,122,0.25
10,123,0.25
10,124,0.25
10,125,0.25
10,126,0.25
10,127,0.25
10,128,0.25
10,129,0.25
10,130,0.25
10,131,0.25
10,132,0.25
10,133,0.25
10,134,0.25
10,135,0.25
10,136,0.25
10,137,0.25
10,138,0.25
10,139,0.25
10,140,0.25
10,141,0.25
10,142,0.25
10,143,0.25
10,144,0.25
10,145,0.25
10,146,0.25
10,147,0.25
10,148,0.25
10,149,0.25
11,1,0.75
11,2,0.25
11,3,0.25
11,4,0.25
11,5,0.25
11,6,0.75
11,7,0.25
11,8,0.25
11,9,0.25
11,10,0.25
11,11,0.75
11,12,0.25
11,13,0.25
11,14,0.25
11,15,0.25
11,16,0.25
11,17,0.25
11,18,0.25
11,19,0.25
11,20,0.25
11,21,0.25
11,22,0.25
11,23,0.25
11,24,0.25
11,25,0.25
11,26,0.25
11,27,0.25
11,28,0.25
11,29,0.25
11,30,0.25
11,31,0.25
11,32,0.25
11,33,0.25
11,34,0.25
11,35,0.25
11,36,0.25
11,37,0.25
11,38,0.25
11,39,0.25
11,40,0.25
11,41,0.25
11,42,0.25
11,43,0.25
11,44,0.25
11,45,0.25
11,46,0.25
11,47,0.25
11,48,0.25
11,49,0.25
11,50,0.25
11,51,0.25
11,52,0.25
11,53,0.25
11,54,0.25
11,55,0.25
11,56,0.25
11,57,0.25
11,58,0.25
11,59,0.25
11,60,0.25
11,61,0.25
11,62,0.25
11,63,0.25
11,64,0.25
11,65,0.25
11,66,0.25
11,67,0.25
11,68,0.25
11,69,0.25
11,70,0.25
11,71,0.25
11,72,0.25
11,73,0.25
11,74,0.25
11,75,0.25
11,76,0.25
11,77,0.25
11,78,0.25
11,79,0.25
11,80,0.25
11,81,0.25
11,82,0.25
11,83,0.25
11,84,0.25
11,85,0.25
11,86,0.25
11,87,0.25
11,88,0.25
11,89,0.25
11,90,0.25
11,91,0.25
11,92,0.25
11,93,0.25
11,94,0.25
11,95,0.25
11,96,0.25
11,97,0.25
11,98,0.25
11,99,0.25
11,100,0.25
11,101,0.25
11,102,0.25
11,103,0.25
11,104,0.25
11,105,0.25
11,106,0.25
11,107,0.25
11,108,0.25
11,109,0.25
11,110,0.25
11,111,0.25
11,112,0.25
11,113,0.25
11,114,0.25
11,115,0.25
11,116,0.25
11,117,0.25
11,118,0.25
11,119,0.25
11,120,0.25
11,121,0.25
11,122,0.25
11,123,0.25
11,124,0.25
11,125,0.25
11,126,0.25
11,127,0.25
11,128,0.25
11,129,0.25
11,130,0.25
11,131,0.25
11,132,0.25
11,133,0.25
11,134,0.25
11,135,0.25
11,136,0.25
11,137,0.25
11,138,0.25
11,139,0.25
11,140,0.25
11,141,0.25
11,142,0.25
11,143,0.25
11,144,0.25
11,145,0.25
11,146,0.25
11,147,0.25
11,148,0.25
11,149,0.25
12,1,0.75
12,2,0.25
12,3,0.25
12,4,0.25
12,5,0.25
12,6,0.75
12,7,0.25
12,8,0.25
12,9,0.25
12,10,0.25
12,11,0.25
12,12,0.75
12,13,0.25
12,14,0.25
12,15,0.25
12,16,0.25
12,17,0.25
12,18,0.25
12,19,0.25
12,20,0.25
12,21,0.25
12,22,0.25
12,23,0.25
12,24,0.25
12,25,0.25
12,26,0.25
12,27,0.25
12,28,0.25
12,29,0.25
12,30,0.25
12,31,0.25
12,32,0.25
12,33,0.25
12,34,0.25
12,35,0.25
12,36,0.25
12,37,0.25
12,38,0.25
12,39,0.25
12,40,0.25
12,41,0.25
12,42,0.25
12,43,0.25
12,44,0.25
12,45,0.25
12,46,0.25
12,47,0.25
12,48,0.25
12,49,0.25
12,50,0.25
12,51,0.25
12,52,0.25
12,53,0.25
12,54,0.25
12,55,0.25
12,56,0.25
12,57,0.25
12,58,0.25
12,59,0.25
12,60,0.25
12,61,0.25
12,62,0.25
12,63,0.25
12,64,0.25
12,65,0.25
12,66,0.25
12,67,0.25
12,68,0.25
12,69,0.25
12,70,0.25
12,71,0.25
12,72,0.25
12,73,0.25
12,74,0.25
12,75,0.25
12,76,0.25
12,77,0.25
12,78,0.25
12,79,0.25
12,80,0.25
12,81,0.25
12,82,0.25
12,83,0.25
12,84,0.25
12,85,0.25
12,86,0.25
12,87,0.25
12,88,0.25
12,89,0.25
12,90,0.25
12,91,0.25
12,92,0.25
12,93,0.25
12,94,0.25
12,95,0.25
12,96,0.25
12,97,0.25
12,98,0.25
12,99,0.25
12,100,0.25
12,101,0.25
12,102,0.25
12,103,0.25
12,104,0.25
12,105,0.25
12,106,0.25
12,107,0.25
12,108,0.25
12,109,0.25
