task,community
Orange-http://dbpedia.org/page/Orange,0
New York-http://www.freebase.com/view/en/new_york,0
Mohammed Jamjoom-http://www.freebase.com/view/m/0nt_yy,0
Mohammed Jamjoom-http://www.freebase.com/view/en/cnn_international,0
Mohammed Basha-http://www.freebase.com/view/en/muhammad_ali_of_egypt,0
Market Square-http://www.freebase.com/view/en/market_square_shopping_centre,0
London-http://dbpedia.org/page/London,0
Keystone-http://dbpedia.org/page/Keystone,0
Kalaignar TV-http://dbpedia.org/page/M._Karunanidhi,0
Italy-http://www.freebase.com/view/en/italy,1
Internet-http://www.freebase.com/view/en/internet_service_provider,0
Inspire-http://www.freebase.com/view/wikipedia/de_id/875276,0
Inspire-http://www.freebase.com/view/en/inspire_c_w_game,0
Greek-http://www.freebase.com/view/en/greek_language,0
Greece-http://www.freebase.com/view/en/battle_of_greece,0
Geneva-Geneva_undisclosedLink0,0
Fort Hood-http://dbpedia.org/page/Fort_Hood,1
Facebook-http://www.freebase.com/view/wikipedia/images/commons_id/5971878,0
European-http://www.freebase.com/view/en/uefa_champions_league,0
European-http://dbpedia.org/page/The_European,0
English-language-http://www.freebase.com/view/en/english,1
California-http://dbpedia.org/page/California,1
CNNMoney-http://dbpedia.org/page/CNNMoney.com,1
CNNMoney-CNNMoney_undisclosedLink1,0
Arabic Network for Human Rights Information-http://dbpedia.org/page/Child_Rights_Information_Network,0
American-http://www.freebase.com/view/en/united_states,1
Al-Marzooqi-http://www.freebase.com/view/wikipedia/en_title/Al_Marzooqi,0
Al-Marzooqi-http://www.freebase.com/view/en/abdulla_al_marzooqi,0
Ahmed Mansoor-Ahmed Mansoor_undisclosedLink0,0
al-Asiri-http://dbpedia.org/page/Turki_Mash_Awi_Zayid_Al_Asiri,0
YORK-http://dbpedia.org/page/York,0
Western-Western_undisclosedLink0,0
Washington-http://dbpedia.org/page/Washington,0
United States-http://www.freebase.com/view/en/united_states,1
United States-http://dbpedia.org/page/Electoral_College_United,0
United Nations-United Nations_undisclosedLink0,0
U.S.-http://www.freebase.com/view/en/united_states,1
U.S.-http://dbpedia.org/page/United_States_dollar,0
U.S. State Department-http://www.freebase.com/view/en/united_states_department_of_state,0
U.N.-http://www.freebase.com/view/en/united_nations,1
Turmix-Turmix_undisclosedLink3,0
Tamil-Tamil_undisclosedLink1,0
Taliban-http://www.geonames.org/1402687/taliban.html,1
Tages-Anzeiger-http://dbpedia.org/page/Tagï¿½,0
Swiss Alpine Club-http://www.freebase.com/view/en/swiss_alps,0
Susan Vogel-Misicka-http://dbpedia.org/page/Sue_McLeish,0
Supreme Court-http://www.geonames.org/4140603/supreme-court.html,0
Stanford-Stanford_undisclosedLink0,0
Southern Avenue-http://www.freebase.com/view/en/southern_avenue,0
Skype-style-http://dbpedia.org/page/Skype_security,0
Samsung Galaxy Note-Samsung Galaxy Note_undisclosedLink1,0
Samir Khan-http://dbpedia.org/page/Samir,0
Saini-http://www.geonames.org/7973865/saini.html,0
S.-S._undisclosedLink1,0
Rajiv Agarwal-http://www.freebase.com/view/m/0cgtbhm,0
Rajiv Agarwal-http://dbpedia.org/page/Rajiv,0
Rahul Gandhi-Rahul Gandhi_undisclosedLink0,0
RIMM-http://www.freebase.com/view/en/sylvia_b_rimm,0
Planning Commission-http://www.freebase.com/view/en/planning_commission,0
Paul R. La Monica-http://www.freebase.com/view/en/los_angeles_times,0
Patricia Sullivan-http://www.freebase.com/view/m/05v_747,0
Pandemonium-http://dbpedia.org/page/Into_the_Pandemonium,0
Pakistan-Pakistan_undisclosedLink0,0
Nigerian-Nigerian_undisclosedLink1,0
New York-http://www.freebase.com/view/en/new_york_mets,0
New York Times-http://www.freebase.com/view/en/the_new_york_times,1
Nasser-http://www.freebase.com/view/en/gamal_abdel_nasser,0
Munster-Munster_undisclosedLink1,0
Mont Dolent-http://www.geonames.org/2661003/mont-dolent.html,1
Mont Dolent-http://www.freebase.com/view/m/03gmn43,0
Mohammed Jamjoom-http://dbpedia.org/page/Muhammad,0
Middle East-http://dbpedia.org/page/Middle_East,1
Mejia-http://www.geonames.org/3910515/mejia.html,0
Mejia-http://www.geonames.org/3547198/mejia.html,0
Maryland-http://www.geonames.org/4332744/maryland.html,0
Madrid-Madrid_undisclosedLink0,0
London-http://dbpedia.org/page/This_Is_London,0
Lewis Lee-http://dbpedia.org/page/Jerry_Lee_Lewis,0
Kusegaon Fruits & Vegetables Pvt Ltd-Kusegaon Fruits & Vegetables Pvt Ltd_undisclosedLink0,0
Kindle Fire-http://dbpedia.org/page/Amazon_Kindle,0
Kalaignar TV-http://www.freebase.com/view/en/kalaignar_tv,1
John D. Sutter-http://dbpedia.org/page/John_Sutter,0
Jeff Bezos-Jeff Bezos_undisclosedLink1,0
Italy-http://www.freebase.com/view/en/italy_national_under-21_football_team,0
Italy-http://dbpedia.org/page/Italy,1
Internet-http://dbpedia.org/page/On_the_Internet,0
Internet-http://dbpedia.org/page/AT_Internet,0
Inspire-http://www.freebase.com/view/en/honda_inspire,0
India-http://www.freebase.com/view/en/india,1
Hewlett-Packard-http://www.freebase.com/view/wikipedia/images/en_id/17403840,0
Hewlett-Packard-http://www.freebase.com/view/wikipedia/images/commons_id/7875983,0
HTC-http://www.freebase.com/view/en/high_tech_computer,1
Greek-http://dbpedia.org/page/The_Greek,0
Google-http://dbpedia.org/page/Google_(verb),0
Gene Munster-Gene Munster_undisclosedLink1,0
Galaxy S II-http://www.freebase.com/view/wikipedia/en_title/Samsung_Galaxy_S_II,1
French-http://www.freebase.com/view/en/french_colonial_empires,0
Faiza Mousa-http://www.freebase.com/view/en/faiza,0
Facebook-http://www.freebase.com/view/authority/facebook,0
European-http://www.freebase.com/view/en/uefa_european_football_championship,0
European-http://www.freebase.com/view/en/european_union,1
European-http://dbpedia.org/page/European,1
Europe-http://www.freebase.com/view/en/southeast_europe,0
Diane Ruggiero-http://dbpedia.org/page/Diane_Ruggiero,0
David Goldman-http://www.freebase.com/view/en/david_goldman,0
DMK-DMK_undisclosedLink0,0
Columbia-http://dbpedia.org/page/Columbia,0
Clare O'Dea-http://dbpedia.org/page/OClare,0
Chamontae Walker-http://dbpedia.org/page/William_Walker,0
Celtic-http://www.freebase.com/view/en/celt,0
CNN-http://www.freebase.com/view/en/cnn_international,0
Avenches-http://www.geonames.org/7285126/avenches.html,0
Arabian Peninsula-http://www.freebase.com/view/en/arabian_peninsula,1
Arabian Peninsula-Arabian Peninsula_undisclosedLink0,0
Americas-http://dbpedia.org/page/Americas,1
Amazon-http://www.freebase.com/view/en/amazon_com,1
Amazon-http://www.freebase.com/view/en/amazon_basin,0
AlexandriaÃ­s Domestic Violence Intervention Project-http://www.freebase.com/view/m/08rh17k,0
AlexandriaÃ­s Domestic Violence Intervention Project-http://dbpedia.org/page/Domestic_violence,0
Al Qaeda-http://www.freebase.com/view/en/al_qaeda_in_iraq,0
Abdul-Kareem Al-Marzooqi-http://dbpedia.org/page/Karim_el-Mejjati,0
AOL-AOL_undisclosedLink0,0
trans-Atlantic-http://dbpedia.org/page/Transatlantic,1
al-Asiri-http://dbpedia.org/page/Al-Asiri,0
al-Asiri-http://dbpedia.org/page/Abdullah_al-Asiri,0
Zinjibar-http://www.geonames.org/69426/zinjibar.html,1
Yugoslavia-http://www.freebase.com/view/en/socialist_federal_republic_of_yugoslavia,0
Yugoslavia-http://dbpedia.org/page/For_Yugoslavia,0
Yemeni-Yemeni_undisclosedLink0,0
Yahoo-http://www.freebase.com/view/business/cik/0001011006,1
YORK-http://www.freebase.com/view/en/new_york_state_assembly,0
YORK-YORK_undisclosedLink0,0
Xbox-http://www.freebase.com/view/en/xbox_360,0
Xbox-http://dbpedia.org/page/Xbox,1
William Reinhard-http://dbpedia.org/page/William_Reinhard_of_Isenburg-WWilliam,0
Wickramaratne-http://dbpedia.org/page/Hemantha_Wickramaratne,0
Western-http://www.freebase.com/view/en/western_world,1
Web-http://dbpedia.org/page/WEB,0
Weaver-http://www.freebase.com/view/en/jeff_weaver,0
Wash.-http://www.geonames.org/5407276/the-wash.html,0
Wash.-http://dbpedia.org/page/WASH,0
Wael Fakharany-http://dbpedia.org/page/Wael_Hallaq,0
Wael Fakharany-Wael Fakharany_undisclosedLink0,0
Umar Farouk AbdulMutallab-http://www.freebase.com/view/en/el_al_flight_253,0
UBM-http://www.freebase.com/view/en/united_business_media,1
Twitter-http://www.freebase.com/view/authority/twitter,0
Turmix-http://www.freebase.com/view/m/03j9vdj,0
Turmix-Turmix_undisclosedLink1,0
Tim Morse-http://www.geonames.org/4902748/morse.html,0
Tim Morse-http://www.geonames.org/4868018/morse.html,0
Texas-http://dbpedia.org/page/Texas,1
Taliban-http://www.freebase.com/view/en/taliban_movement,1
Tages-Anzeiger-http://www.freebase.com/view/en/tages-anzeiger,1
Tages-Anzeiger-http://dbpedia.org/page/Tages-Anzeiger,1
Switzerland-http://www.freebase.com/view/en/zurich,0
Swiss-style-http://dbpedia.org/page/International_Typographic_Style,0
Supreme Court-http://www.freebase.com/view/en/supreme_court_of_the_united_states,0
Supreme Court-http://www.freebase.com/view/en/supreme_court_of_india,0
Stanford-http://www.freebase.com/view/en/stanford_university,1
St Bernard-http://www.freebase.com/view/en/st_bernard_parish,0
Spain-http://www.freebase.com/view/en/spain,1
Southern Avenue-http://www.freebase.com/view/en/southern_ave,0
Southern Avenue-http://dbpedia.org/page/Southern_Avenue_(WMATA_station),0
Sinhalese-Sinhalese_undisclosedLink1,0
Singapore-http://dbpedia.org/page/Singapore,1
Sikkim-http://www.freebase.com/view/en/sikkimese_language,0
Sikkim-http://www.freebase.com/view/en/sikkim_1971,0
Sikkim-http://www.freebase.com/view/en/sikkim,1
Siemens-http://www.freebase.com/view/en/siemens_ag,1
Siemens-http://www.freebase.com/view/en/siemens,0
Sharmila Tagore-http://www.freebase.com/view/m/089g5wv,0
Sharmila Tagore-http://dbpedia.org/page/Sharmila_Tagore,1
Samir Khan-http://dbpedia.org/page/Samir_Azzouz,0
SRINAGAR-SRINAGAR_undisclosedLink0,0
S. Randolph Sengel-http://dbpedia.org/page/Randolph_Sinks_Foster,0
Russians-http://dbpedia.org/page/Russians,1
Rotkreuz-http://www.geonames.org/2607955/rotkreuz.html,0
Ross Levinsohn-http://www.freebase.com/view/en/ross_levinsohn,1
Romans-http://www.freebase.com/view/en/roman_empire,0
Richard Barrett-http://www.freebase.com/view/en/ritchie_barrett,0
Rashed-http://dbpedia.org/page/Mish?r?_R?shid_al-?Af?s?,0
Rajiv Agarwal-http://dbpedia.org/page/Agrawal,0
Raja-http://www.freebase.com/view/biology/itis/160846,0
R. Adams Cowley Shock Trauma Center-http://dbpedia.org/page/Shock_Trauma,0
R. Adams Cowley Shock Trauma Center-http://dbpedia.org/page/R_Adams_Cowley_Shock_Trauma_Center,1
Question Hour-http://dbpedia.org/page/Question_Hour,1
Qaeda-http://www.freebase.com/view/en/al_qaeda_safe_house,0
Qaeda-http://data.nytimes.com/N58421218052665300032,1
Portugal-http://www.freebase.com/view/en/portugal_national_football_team,0
Patricia Sullivan-http://www.freebase.com/view/user/hangy/viaf/50946147,0
Patricia Sullivan-http://www.freebase.com/view/user/hangy/viaf/28726961,0
Patricia Sullivan-Patricia Sullivan_undisclosedLink0,0
Pakistani-http://dbpedia.org/page/Pakistan,1
Pakistan-http://www.freebase.com/view/en/pakistan,1
Orange-http://www.freebase.com/view/en/orange_sa,0
Orange-Orange_undisclosedLink0,0
Opposition PDP-http://dbpedia.org/page/The_Opposition,0
Obama-http://www.geonames.org/2328356/obama.html,0
Norway-http://dbpedia.org/page/Norway,1
Nokia-http://www.geonames.org/644451/nokia.html,0
Nigerians-http://dbpedia.org/page/Nigerians_in_Vietnam,0
Nigerians-http://dbpedia.org/page/List_of_Nigerians,0
Nigeria-http://www.freebase.com/view/en/nigeria,1
Nidal Hasan-http://www.freebase.com/view/en/nidal_malik_hasan,1
Nidal Hasan-http://dbpedia.org/page/Nidal_Malik_Hasan,1
New YorkÃ­s-http://dbpedia.org/page/Turn_on_the_Bright_Lights,0
New York Times-http://dbpedia.org/page/Times_Square,0
Nepal-Nepal_undisclosedLink0,0
NC-http://www.freebase.com/view/en/north_carolina,0
Mr. Ahmadinejad-http://www.freebase.com/view/en/homosexuality,0
Montagnola-http://www.geonames.org/3173106/montagnola.html,0
Mohammad Akbar Lone-http://www.freebase.com/view/wikipedia/en_title/Mohammad_Akbar_Lone,1
Minnesota-Minnesota_undisclosedLink0,0
Microsoft-http://dbpedia.org/page/WCF_Data_Services,0
Microsoft-http://dbpedia.org/page/Microsoft_codename_,0
Maryland-http://www.geonames.org/4901379/maryland.html,0
Maryland-http://www.geonames.org/4332742/maryland.html,0
Maha Abouelenein-http://dbpedia.org/page/MaHa,0
Ma-http://www.freebase.com/view/en/massachusetts,0
Lugano-born Ermotti-http://dbpedia.org/page/Lugano,0
London-http://dbpedia.org/page/SS_London_(1864),0
Lewis Lee-http://www.freebase.com/view/en/jerry_lee_lewis,0
Lesa Jansen-http://www.geonames.org/910714/lesa.html,0
Lesa Jansen-http://dbpedia.org/page/Lesa,0
Lee & Hayes-http://www.freebase.com/view/en/lee_elhardt_hays,0
La LibertÃ-http://dbpedia.org/page/List_of_French_words_and_phrases_used_by_English_speakersLa,0
La LibertÃ-http://dbpedia.org/page/L.A._In,0
Kusegaon Fruits & Vegetables Pvt Ltd-Kusegaon Fruits & Vegetables Pvt Ltd_undisclosedLink3,0
Kusegaon Fruits & Vegetables Pvt Ltd-Kusegaon Fruits & Vegetables Pvt Ltd_undisclosedLink2,0
Kindle-http://dbpedia.org/page/Sergio_Kindle,0
Kindle Fire-http://www.freebase.com/view/wikipedia/en_title/Kindle_Fire,1
Kindle Fire-http://www.freebase.com/view/user/jamie/wordnet/synset/115101361,0
Kindle Fire-Kindle Fire_undisclosedLink0,0
Kindle Fire Amazon-Kindle Fire Amazon_undisclosedLink0,0
Keystone-http://www.geonames.org/4810893/keystone.html,0
Keystone-http://www.freebase.com/view/en/pennsylvania,0
Kaspar Villiger-http://www.freebase.com/view/m/02b_v9c,0
Kaspar Villiger-http://dbpedia.org/page/Kaspar_Villiger,1
Kanimozhi-http://dbpedia.org/page/M._K._Kanimozhi,1
Joint Special Operations Command-http://dbpedia.org/page/Joint_Special_Operations_Command,1
Joint Special Operations Command-Joint Special Operations Command_undisclosedLink0,0
John D. Sutter-http://www.freebase.com/view/en/sutter_county,0
Jeff Bezos-http://www.freebase.com/view/soft/isbn/9780791061053/best,0
Jeff Bezos-Jeff Bezos_undisclosedLink0,0
Jammu-http://dbpedia.org/page/Jammu,1
Jairam Ramesh-http://dbpedia.org/page/Jairam_Ramesh,1
Jack Ma-http://www.freebase.com/view/wikipedia/images/commons_id/8017393,0
Italy-http://www.freebase.com/view/en/federazione_italiana_giuoco_calcio,0
Italian-http://www.freebase.com/view/en/italy,1
Islam-http://www.freebase.com/view/en/cat_stevens,0
Ireland-Ireland_undisclosedLink1,0
Iranian-Iranian_undisclosedLink0,0
Iran-Iran_undisclosedLink0,0
Inspire-http://www.freebase.com/view/en/inspirational,0
India-http://dbpedia.org/page/India,1
India Meteorological Department-http://www.freebase.com/view/en/india_meteorological_department,1
IBM-http://dbpedia.org/page/IBM,1
Hussain-http://www.freebase.com/view/en/husayn_ibn_ali,0
Hussain-http://dbpedia.org/page/Hussein,0
Howard County-http://www.freebase.com/view/en/howard_county,1
Hewlett-Packard-http://www.freebase.com/view/en/hewlett-packard,1
Hendy-http://www.geonames.org/2647112/hendy.html,0
Hakim Almasmari-http://www.geonames.org/7340585/hakim.html,0
Great St Bernard Pass-http://www.freebase.com/view/en/great_st_bernard_pass,1
Great Satan-Great Satan_undisclosedLink0,0
Grand St Bernard-http://dbpedia.org/page/Great_St_Bernard_Pass,1
Google-http://dbpedia.org/page/Google,1
Germany-http://www.freebase.com/view/en/germany_national_youth_football_team,0
Geneva-based-http://dbpedia.org/page/Geneva,0
Galaxy S II-http://dbpedia.org/page/Samsung_Galaxy_S_II,1
GOOG-http://www.freebase.com/view/en/googly,0
GMT-http://www.freebase.com/view/wikipedia/en_title/GMT_$0028programme$0029,0
France-http://dbpedia.org/page/France,1
Fort Totten-http://www.geonames.org/5059248/fort-totten.html,0
Fort Hood-http://www.geonames.org/7261291/fort-hood.html,1
Fort Hood-http://www.freebase.com/view/en/fort_hood_shooting,0
Fire is Wi-Fi-only-http://www.freebase.com/view/en/oxegen_2008,0
Fire is Wi-Fi-only-http://www.freebase.com/view/en/only_fire,0
Finnish-http://www.freebase.com/view/en/finland,1
Faiza Mousa-http://www.freebase.com/view/m/0d_wkyy,0
Fahad Salim Dalk-Fahad Salim Dalk_undisclosedLink0,0
Facebook-http://dbpedia.org/page/Facebook,1
Eva Maria Belser-http://www.freebase.com/view/en/maria_eva,0
English-speaking Muslims-http://www.freebase.com/view/en/arabic_language,0
Emirati-http://dbpedia.org/page/United_Arab_Emirates_dirham,0
Egyptian-http://www.freebase.com/view/en/egyptians,1
Egypt-http://www.freebase.com/view/en/ptolemaic_egypt,0
Eastern Market-http://www.geonames.org/4138355/eastern-market.html,0
EBAY-EBAY_undisclosedLink0,0
Domestic Violence Awareness Month-http://dbpedia.org/page/Domestic_violence,0
Darrel Hendy-Darrel Hendy_undisclosedLink0,0
D.C. Superior Court-http://dbpedia.org/page/Superior_Court_of_the_District_of_Columbia,1
Corey Yates-http://www.freebase.com/view/en/american_idol_season_4,0
Corey Yates-http://dbpedia.org/page/Corey_Sanders,0
China-http://www.freebase.com/view/en/northern_and_southern_china,0
China-http://dbpedia.org/page/China,1
Cairo-http://www.freebase.com/view/en/cairo,1
Cairo-http://dbpedia.org/page/The_Cairo,0
Caesar-Caesar_undisclosedLink0,0
CNNMoney-CNNMoney_undisclosedLink2,0
CNNMoney-CNNMoney_undisclosedLink0,0
CNN Wire-CNN Wire_undisclosedLink0,0
CBI-http://www.freebase.com/view/en/cby,0
Brookdale Drive-Brookdale Drive_undisclosedLink0,0
Bronze Age-http://www.freebase.com/view/en/bronze_age,1
Bourg St Pierre-http://www.freebase.com/view/en/bourg-saint-pierre,1
Barack Obama-http://www.freebase.com/view/en/barack_obama,1
Banca Svizzera Italiana-Banca Svizzera Italiana_undisclosedLink0,0
Baltimore-Baltimore_undisclosedLink0,0
BPL-http://dbpedia.org/page/BPL,1
BC-http://www.freebase.com/view/en/british_columbia,0
Axel Weber-http://dbpedia.org/page/Axel_Weber,0
Avenches-http://www.freebase.com/view/wikipedia/fr_id/93265,0
Australia-http://dbpedia.org/page/Australia_A,0
Australia-http://dbpedia.org/page/Australia,1
Arabic Network for Human Rights Information-http://dbpedia.org/page/Arabic_Network_for_Human_Rights_Information,1
Arabian Peninsula-http://dbpedia.org/page/Arabian_Peninsula,1
Apple-http://dbpedia.org/page/Apple_III,0
Apple Store-http://www.freebase.com/view/en/apple_store,1
Apple Store-http://dbpedia.org/page/ITunes_Store,0
Android-Android_undisclosedLink0,0
Ameriprise Financial-http://www.freebase.com/view/en/ameriprise_financial,1
Alps-http://dbpedia.org/page/The_Alps,0
Alipay-http://www.freebase.com/view/en/alipay,1
Alfredo Gysi-http://www.freebase.com/view/m/0gmlxq8,0
Alexandria-http://dbpedia.org/page/North_Glengarry,0
Alexandria-Alexandria_undisclosedLink0,0
Ahmadinejad-http://www.freebase.com/view/en/mahmoud_ahmadinejad,1
Agarwal-http://dbpedia.org/page/Agrawal,0
Abyan-http://www.geonames.org/2727580/abyan.html,0
Abyan-Abyan_undisclosedLink1,0
Abdul-Kareem Al-Marzooqi-http://dbpedia.org/page/Daif_Abdul-kareem_Al-Ghazal,0
ALU-http://www.freebase.com/view/wikipedia/en_title/Alu_$0028musician$0029,0
trans-Atlantic-http://www.freebase.com/view/m/0fqtfh3,0
nLa LibertÃ-http://dbpedia.org/page/NLA,0
iSuppli-iSuppli_undisclosedLink1,0
Zurich-based-http://www.geonames.org/5145326/zurich.html,0
Zurich-based-http://www.geonames.org/4282139/zurich.html,0
Yemeni-http://dbpedia.org/page/Yemeni_League,0
Yemeni-Yemeni_undisclosedLink1,0
Yemen-http://www.freebase.com/view/en/yemen,1
Yahoo-http://dbpedia.org/page/Yahoo,1
Yahoo-Yahoo_undisclosedLink0,0
YHOO-YHOO_undisclosedLink1,0
William Reinhard-http://www.freebase.com/view/wikipedia/en_title/William_Reinhard_of_Isenburg-W$00E4chtersbach,0
William Reinhard-William Reinhard_undisclosedLink0,0
Web-http://www.freebase.com/view/en/world_wide_web,1
Web-http://dbpedia.org/page/World_Wide_Web,1
Web-http://dbpedia.org/page/Web,0
Web-http://dbpedia.org/page/.web,0
Weaver-http://dbpedia.org/page/Will_Weaver,0
Washington-http://www.freebase.com/view/en/washington_wizards,0
Wash.-http://dbpedia.org/page/Wash,0
Wael Fakharany-http://dbpedia.org/page/WAEL-FM,0
Vienna-http://dbpedia.org/page/Vienna,0
Vienna-Vienna_undisclosedLink1,0
Vanuatu-http://www.freebase.com/view/en/vanuatu_football_federation,0
United Nations-http://www.freebase.com/view/en/united_nations,1
United Nations-http://dbpedia.org/page/Member_states_of_the_United_Nations,0
United Nations-United Nations_undisclosedLink1,0
United Nations General Assembly-http://www.freebase.com/view/wikipedia/images/commons_id/8084579,0
United Nations General Assembly-http://www.freebase.com/view/en/united_nations_general_assembly_observers,0
Umar Farouk AbdulMutallab-http://dbpedia.org/page/Faruk_Umar_Faruk,0
Ukrainian-http://dbpedia.org/page/Ukrainian,0
US-http://dbpedia.org/page/Yeh_hum_naheen,0
US-http://dbpedia.org/page/As_If,0
UBS-http://www.freebase.com/view/en/ubs_ag,1
UBM-http://dbpedia.org/page/UBM,0
UAE-http://www.freebase.com/view/en/united_arab_emirates,1
UAE-UAE_undisclosedLink0,0
U.S.-http://dbpedia.org/page/United_States,1
U.N.-http://dbpedia.org/page/United_Nations,1
Twinbrook-http://www.geonames.org/4599162/twinbrook.html,0
Twinbrook-http://www.freebase.com/view/wikipedia/images/commons_id/299328,0
Twinbrook-http://www.freebase.com/view/en/twinbrook,1
Turmix-Turmix_undisclosedLink0,0
TouchPad-http://www.freebase.com/view/en/touchpad,1
Times Square-http://www.freebase.com/view/en/times_square,1
Temps-Temps_undisclosedLink0,0
Tania Weaver-http://dbpedia.org/page/Tania,0
Tamil-http://www.freebase.com/view/en/tamil_people,1
Tamil-http://www.freebase.com/view/en/tamil_language,0
Taliban-http://www.geonames.org/320635/taliban.html,0
Takoma-http://www.freebase.com/view/m/0dnrt2v,0
Swiss-http://dbpedia.org/page/Switzerland,1
Swiss Alpine Club-http://www.freebase.com/view/en/alpine_club,0
Swiss Alpine Club-http://dbpedia.org/page/Swiss_Alpine_Club,1
Supreme Court-http://dbpedia.org/page/Supreme_court,1
Stanford-http://www.geonames.org/4877413/stanford.html,0
Stanford-http://dbpedia.org/page/Stanford_University,1
Stanford University-http://www.geonames.org/5398590/stanford-university.html,0
Stanford University-http://data.nytimes.com/30980701778745983962,1
St Bernard-http://www.freebase.com/view/en/st_bernard,0
Sri LankaÃ­s-http://www.freebase.com/view/en/sri_lankan_moors,0
Sri LankaÃ­s-http://dbpedia.org/page/SRI,0
Spokane-http://www.geonames.org/4409686/spokane.html,0
Spain-http://dbpedia.org/page/SpainWhere,1
Souvenir-Souvenir_undisclosedLink0,0
Southeast-http://www.freebase.com/view/en/southeast_division,0
Southeast-Southeast_undisclosedLink0,0
Sony-http://www.freebase.com/view/en/sony_music_entertainment,0
Sony-http://dbpedia.org/page/Sony,1
Sinhalese-http://dbpedia.org/page/Sinhala,0
Singapore-http://www.freebase.com/view/en/singapore_airlines,0
Silicon Valley-http://www.geonames.org/6940309/silicon-valley.html,1
Siemens-http://dbpedia.org/page/Siemens,1
Shiite-http://dbpedia.org/page/Shi'a_clergy,0
Sharad Kumar-http://www.freebase.com/view/en/kojagiri_poornima,0
Sergio Ermotti-http://dbpedia.org/page/Sergio_Mora,0
Sergio Ermotti-Sergio Ermotti_undisclosedLink0,0
Sarah Jones-http://dbpedia.org/page/Sarah_Jones,0
Sarah Jones-Sarah Jones_undisclosedLink1,0
Samsung-http://www.geonames.org/6884965/samsung.html,0
Samsung-http://www.freebase.com/view/en/samsung_electronics,0
Samsung Galaxy Note-http://dbpedia.org/page/Samsung_Galaxy_Tab,0
Saleh-http://www.geonames.org/117715/saleh.html,0
Saleh-http://dbpedia.org/page/Saleh,0
Saleh-Saleh_undisclosedLink0,0
S.-http://dbpedia.org/page/Cedilla,0
S.-S._undisclosedLink0,0
S. Randolph Sengel-http://dbpedia.org/page/Randolph_Churchill,0
Russell Price-http://www.freebase.com/view/en/russell_price,0
